CourseNumber,CourseTitle,Career,Credits,Prerequisites,Antirequisites,Corequisites,Description,spring,fall
MEC301,Thermodynamics,Undergraduate,3.0,"[['AMS261', 'MAT203'], ['PHY125'], ['CHE131']]",NONE,NONE,"Variables that describe the thermodynamic state of a system or control volume, including absolute temperature, internal energy, enthalpy, and entropy are introduced, and basic principles governing the transformations of energy, especially heat and work, are developed. Underlying principles are used to analyze and solve problems related to thermodynamic systems and to determine the changes in properties of the systems and surroundings implied by changes in inputs, configuration, or constraints.",1,1
MEC305,Heat and Mass Transfer,Undergraduate,3.0,"[['MEC301'], ['MEC102', 'ESG111', 'ESE124', 'CSE114', 'BME120']]",NONE,NONE,"The fundamental laws of momentum, heat and mass transfer, and the corresponding transport coefficients. Principles of steady-state and transient heat conduction in solids are investigated. Laminar and turbulent boundary layer flows are treated, as well as thermal radiation, and radiation heat transfer between surfaces. Applications to heat transfer equipment are covered throughout the course.",1,1
MEC310,Introduction to Machine Design,Undergraduate,3.0,"[['MEC102', 'CSE114', 'ESG111', 'BME120', 'ESE124'], ['MEC262', 'BME260']]",NONE,"[['MEC203', 'ESG316']]","Application of graphical and analytical methods to the analysis and synthesis of mechanism. Covers concepts of degrees of freedom, graphical and analytical linkage synthesis, position, velocity, acceleration, and force analysis of linkage mechanisms. Introduces principles behind the operation of various machine elements such as gears and gear trains, cams, flywheels and their design, and analysis techniques.",1,1
MEC316,Instrumentation and Solid Mechanics Laboratory,Undergraduate,2.0,"[['MEC363'], ['PHY134']]",NONE,NONE,"Hands-on experience in solid mechanics and instrumentation with focus on the concept of static and dynamic response. Students learn to operate instruments for measuring displacement, angle, acceleration, and strain. Student groups perform a series of experiments to probe the spatial and temporal resolution of modern instrumentation and sensors in relation with fundamental material properties. Lectures at the beginning of the course provide background information and theories of experimentation. Not to be taken in the same semester as MEC 317. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
MEC317,Thermal Sciences and Fluid Mechanics Laboratory,Undergraduate,2.0,[['PHY134']],NONE,"[['MEC220'], ['MEC301'], ['MEC364'], ['AMS361', 'MAT303']]","Hands-on experience in fluid mechanics, heat transfer, and thermodynamics. Introduction to a variety of sensors and instruments commonly used in mechanical engineering with focus on temperature, pressure, and flow velocity measurements. Student groups perform a series of experiments with emphasis on the understanding of fundamental principles as well as familiarity with modern experimentation. Lectures at the beginning of the course provide background information and theories of experimentation. Not to be taken in the same semester as MEC 316. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
MEC320,Numerical Methods in Engineering Design and Analysis,Undergraduate,3.0,"[['MEC102', 'CSE114', 'CSE130', 'ESG111', 'ESE124', 'BME120'], ['AMS261', 'MAT203'], ['AMS361', 'MAT303']]",NONE,NONE,"This course emphasizes the implementation of numerical methods for computer-aided solutions to the problems that arise in engineering design and analysis. Methods include interpolation, extrapolation, curve fitting, and integration and techniques solving non-linear equations, systems of linear equations, and differential equations. Optimization in engineering design is covered from the formulation of design specifications and criteria, to analyzable models, through to numerical implementation. May not be taken for credit in addition to AMS 326 or CIV 350.",1,1
MEC325,Manufacturing Processes,Undergraduate,3.0,NONE,NONE,"[['MEC203'], ['MEC225', 'MEC226']]","Introduces traditional and modern manufacturing processes, their capabilities, and limitations. The properties of engineering materials are discussed in the context of manufacturing applications. Examples of topics to be discussed include additive processes (casting, 3D printing, etc.), subtractive processes (milling, turning, etc.), forming processes (forging, bending, extrusion, etc.), and joining processes (welding, mechanical fastening , etc.). Hands-on experience with manufacturing machines and processes is included.",1,1
MEC363,Mechanics of Solids,Undergraduate,3.0,"[['MEC260', 'BME260']]",NONE,NONE,"Stress and deformation of engineering structures and the influence of the mechanical behavior of materials. Concepts of stress and strain, constitutive relations, analysis of statically indeterminate systems, study of simple bars and beams, and stability conditions. Emphasis on force equilibrium, elastic response of materials, geometric compatibility, Mohr's circle, stresses and deflections in beams, and torsion and buckling of rods. Design for bending, shear, and combined states of stress.",1,1
MEC364,Introduction to Fluid Mechanics,Undergraduate,3.0,"[['PHY126', 'PHY131'], ['MEC262']]",NONE,NONE,"Fundamental properties of fluids and their conservation laws with applications to the design and evaluation of flows of engineering interest. Topics include hydrostatics, surface tension, dimensional analysis and dynamic similitude, Euler's equation, rotating coordinate systems, boundary layers, lubrication, drag on immersed bodies, open channel and pipe flows, and turbomachinery.",1,1
MEC393,Engineering Fluid Mechanics,Undergraduate,3.0,[['MEC364']],NONE,NONE,"The application of the principles of fluid mechanics to important areas of engineering practice such as turbomachinery, hydraulics, and wave propagation. Prepares students for advanced coursework in fluid dynamics. Extends the study of viscous effects, compressibility, and inertia begun in MEC 364.",1,1
MEC398,Thermodynamics II,Undergraduate,3.0,[['MEC301']],NONE,NONE,"Psychrometrics and psychrometric charts. Thermodynamic considerations for the design and performance of cooling towers, humidifiers, and dehumidifiers. Reacting mixtures, combustion, and chemical equilibrium. Thermodynamics of fluid flow, simple compression, and expansion processes. Analysis and design of gas and vapor power cycles. Cycles with reheat, intercooling, and cogeneration plants. Refrigeration cycles.",1,1
MEC402,Mechanical Vibrations,Undergraduate,3.0,[['MEC262']],NONE,NONE,"Modeling, analysis and design for mechanical vibrations. Fundamentals of free vibration, harmonically excited vibration and vibration under general forcing conditions are considered for one degree, two degree and multidegree of freedom systems; continuous systems; vibration design strategies including isolation and absorbers.",1,1
MEC410,Design of Machine Elements,Undergraduate,3.0,[['MEC310']],NONE,NONE,"Application of analytical methods, material science, and mechanics to problems in design and analysis of machine components.  Includes the design of mechanical components such as bearings, gears, shafting, springs, fasteners, belts, clutches, and brakes, and takes into consideration factors such as manufacturability and reliability.  Design projects with open-ended and interactive problems are assigned to integrate several machine elements in a system.",1,1
MEC411,Control System Analysis and Design,Undergraduate,4.0,"[['MEC220'], ['MEC262'], ['AMS361', 'MAT303']]",NONE,NONE,"Analysis and design of feedback control systems. Topics include system modeling; transfer function; block diagram and signal-flow graph; sensors, actuators, and control circuit design; control system characteristics and performance; stability analysis; root locus method; Bode diagram; PID and lead-lag compensator design.",1,1
MEC422,Thermal System Design,Undergraduate,3.0,[['MEC305']],NONE,NONE,"Device design and system design. Quantitative data for system design including operating characteristics of compressors, turbines, heat exchangers, piping systems, internal combustion engines, and other component equipment. Component matching and system simulation. Optimization including thermoeconomic evaluation and energy analysis. Case studies: refrigeration and air conditioning systems, combined cycles, steam-injected gas turbines.",1,1
MEC423,Internal Combustion Engines,Undergraduate,3.0,[['MEC305']],NONE,NONE,"Introduction to internal combustion engines and their operation. Analytical approach to the engineering problem and performance analysis of internal combustion engines. Topics include thermodynamics fundamentals; fuel-air cycle analysis; engine combustion; emission formation and control strategies. Includes both the relevant fundamental concepts and the extensive practical knowledge base on which engine research, development, and design depend. Not for credit in addition to MEC 523.",1,1
MEC440,Mechanical Engineering Design I,Undergraduate,3.0,"[['MEC225'], ['MEC320'], ['MEC410']]",NONE,NONE,"Part I of the two-semester capstone design project sequence. Senior students select a project with multiple realistic constraints, develop the necessary technical background, and write a proposal, progress reports, and a preliminary design report. Includes an oral presentation on the development and progress of the project. Not counted as a technical elective. The final grade will be assigned at the end of the two course sequence MEC 440-MEC 441. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
MEC441,Mechanical Engineering Design II,Undergraduate,3.0,[['MEC440']],NONE,NONE,"Part II of the two-semester capstone design project sequence. Students complete the project design, incorporating engineering standards, build and test a prototype, write a mid-term report and a final design report, and give an oral presentation. Not counted as a technical elective. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
MEC442,Introduction to Experimental Stress Analysis,Undergraduate,3.0,[['MEC363']],NONE,NONE,"The concepts of three-dimensional stress and strain, their transformation laws, and their mutual relationships are discussed in detail. Results from theory of elasticity as pertinent to experimental stress analysis are also presented. Experimental techniques studied include two-dimensional photoelasticity, resistance strain gauge, moire method, brittle coating, and analog methods. The application of different techniques to the measurement of stress and strain in models as well as actual structures is demonstrated. Students form small groups and each group is assigned different laboratory projects to gain experience in various experimental stress analysis methods. Previously offered as MEC 342.",1,1
MEC450,Mechatronics,Undergraduate,3.0,[['MEC310']],NONE,[['MEC411']],"An introduction to the design, modeling, analysis, and control of mechatronic systems (smart systems comprising mechanical, electrical, and software components). Fundamentals of the basic components needed for the design and control of mechatronic systems, including sensors, actuators, data acquisition systems, microprocessors, programmable logic controllers, and I/O systems, are covered. Hands-on experience in designing and building practical mechatronic systems is provided through integrated lab activities.",1,1
MEC455,Applied Stress Analysis,Undergraduate,3.0,[['MEC363']],NONE,NONE,"A study of linear elastic solids with emphasis on internal stress analysis. Simple boundary value problems at plane structures are analyzed with various solution techniques. Major topics are stress and strain tensors, linear elasticity, principle of virtual work, torsion, stress functions, stress concentration, elementary fracture, and plasticity.",1,1
MEC456,Introduction to Engineering Mechanics of Composites,Undergraduate,3.0,[['MEC363']],NONE,NONE,"Introduction to the engineering mechanics of fiber reinforced composites. Brief history of the development of fiber composites, their properties, advantages, limitations and applications. Overview of the different types of composites but with focus on long fiber reinforced composites; particularly, lamina and laminate concepts characteristics and configurations. Topics covered include: elastic properties of unidirectional lamina, strength of unidirectional lamina, elastic behavior of multidirectional laminates and stress and failure of multidirectional laminates. Design methodologies and considerations for structural composite materials.",1,1
MEC457,Engineering Composites Fabrication and Characterization,Undergraduate,3.0,[['MEC363']],NONE,NONE,"Overview of fiber reinforced composites, applications and mechanical properties. Introduction to fiber composites fabrication methods as well as experimental characterization methods used in acquiring their relevant mechanical properties. Fabrication topics include: impregnation of fibers; prepregs; stacking; curing; vacuum bagging; autoclave technology; out-of-autoclave manufacturing processes; molding; processing; cutting and joining. Topics in mechanical characterization include: experimental methods; characterization of the elastic properties and failure strengths of unidirectional lamina; characterization of the elastic properties and failure strengths of multidirectional laminates. Course is divided into in-class lectures and laboratory sessions.",1,1
MEC464,Fundamentals of Aerodynamics,Undergraduate,3.0,"[['MEC305'], ['MEC310'], ['MEC364']]",NONE,NONE,"Kinematics and dynamics of incompressible irrotational flow; stream function and the potential function; Euler and Bernoulli equations. Thin-foil theory; lift and moment for symmetric and cambered airfoils. Finite-wing theory; induced drag. Compressible flow, small-disturbance theory; thin wings at subsonic and supersonic speeds.",1,1
MEC465,Aerospace Propulsion,Undergraduate,3.0,"[['MEC305'], ['MEC310'], ['MEC364']]",NONE,NONE,"Fundamentals of propulsion; performance parameters, thermodynamic cycles. Introduction to combustion and combustors. Performance and cycle analysis of various flight propulsion systems: turbojets, turbofans, turboprops, ramjets, scramjets, rockets and propellors.  Design of supersonic inlet nozzles, component matching and map.",1,1
MEC470,Introduction to Tribology,Undergraduate,3.0,[['MEC363']],NONE,NONE,"Focus is on the fundamentals of tribology, the science of surfaces in relative motion, with an introduction to friction, lubrication, and wear. The basics of tribology science: engineering surfaces, contact mechanics, lubrication theory, wear processes and modeling, wear properties of materials, and tribology test methods will be covered.  Analysis of tribological aspects of machine components and bearings. Industrial case studies will be presented to place the topics in context to industry and society.",1,1
MEC475,Undergraduate Teaching Practicum,Undergraduate,3.0,NONE,NONE,NONE,Students assist the faculty in teaching by conducting recitation or laboratory sections that supplement a lecture course. The student receives regularly scheduled supervision from the faculty instructor. May be used as an open elective only and repeated once.,1,1
MEC488,Mechanical Engineering Internship,Undergraduate,3.00 - 9.00,NONE,NONE,NONE,Participation in off-campus engineering practice. Students are required to submit a proposal to the department at the time of registration and two term reports before the end of the semester. May be repeated up to a limit of 12 credits.,1,1
MEC491,Topics in Mechanical Engineering,Undergraduate,1.00 - 4.00,NONE,NONE,NONE,"Treatment of an area of mechanical engineering that expands upon the undergraduate curriculum. Topics may include advanced material in a specialty, development of a specialized experimental technique, or a specific area of design. Topics may vary from semester to semester. Semester supplements to this Bulletin contain specific description when course is offered. May be repeated as the topic changes.",1,1
MEC492,Topics in Mechanical Engineering,Undergraduate,1.00 - 4.00,NONE,NONE,NONE,"Treatment of an area of mechanical engineering that expands upon the undergraduate curriculum. Topics may include advanced material in a specialty, development of a specialized experimental technique, or a specific area of design. Topics may vary from semester to semester. Semester supplements to this Bulletin contain specific description when course is offered. May be repeated as the topic changes.",1,1
MEC495,Professional Engineering Seminar,Undergraduate,1.0,NONE,NONE,NONE,"Prepares the student to enter the workplace as a practicing engineer. Topics include professional ethics, professional activities, professional engineering licensing, patents, seeking entry-level employment, and exposure to the engineering work environment. Aids in preparation for the EIT/FE exam. Includes speakers from a variety of disciplines, within the College and from industry.",1,1
MEC499,Research in Mechanical Engineering,Undergraduate,0.00 - 3.00,NONE,NONE,NONE,An independent research project under the supervision of a mechanical engineering faculty member. Permission to register requires the agreement of the faculty member to supervise the research and submission of a one-page research proposal. May be repeated but only six credits of research electives may be counted as technical electives.,1,1
MEC500,Modeling and Control of Manufacturing Systems,Graduate,3.0,NONE,NONE,NONE,"Introduction to manufacturing system modeling and analysis. Fundamental principles of production systems. Analytical and simulation approach to production system performance analysis, continuous improvement, and design. Topics include mathematical modeling of production systems, production lines with various statistic distribution models of machine reliability, improvement analysis and real-time decision making. Includes both the relevant fundamental concepts and the extensive practical knowledge base on which manufacturing research, development, and design depend. The students are expected to complete a project, in which they will interpret real-life manufacturing plant operation in the light of course principles and suggest improvement solutions.",1,1
MEC501,Convective Heat Transfer and Heat Exchange,Graduate,3.0,NONE,NONE,NONE,"Differential and integral formulation.  Exact and approximate solutions.  Topics include parallel and boundary layer flows, similarity solutions, external and internal flows, laminar and turbulent convection, and forced and free convection.
Spring,",1,1
MEC502,Conduction and Radiation Heat Transfer,Graduate,3.0,NONE,NONE,NONE,"Heat conduction and conservation laws; formulation of conduction equations in differential and integral forms; analytical solution techniques including Laplace transforms and separation of variables; scaling analysis; black body radiation, Kirchoff's law, analysis of heat conduction problems; analysis of radiative exchange between surfaces and radiative transport through absorbing, emitting, and scattering media. Fall, 3 credits, ABCF grading",1,1
MEC506,Energy Management in Commercial Buildings,Graduate,3.0,NONE,NONE,NONE,"Topics include basic heating, ventilating, and air-conditioning (HVAC) system design and selection for commercial buildings (includes both low-rise and high-rise buildings); selection of central plant components and equipment; calculation of space heating and cooling load; computer techniques for estimating annual energy consumption; design tools for reducing energy consumption; ASHRAE codes; building controls; BACnet.
Prerequisite: B.S. in mechanical engineering or related fields
Fall, alternate years,",1,1
MEC507,Mathematical Methods in Engineering Analysis I,Graduate,3.0,NONE,NONE,NONE,"An introduction to the use of mathematical analysis techniques for the solution of engineering analysis problems and the simulation of engineering systems.  Both continuous and discrete methods are covered. Initial and boundary value problems for ordinary and partial differential equations are treated.
Fall,",1,1
MEC508,Mathematical Methods in Engineering Analysis II,Graduate,3.0,NONE,NONE,NONE,"A continuation of the material covered in MEC 507.  Introduction to and application of numerical analysis techniques used in engineering such as finite elements and fast Fourier transforms.  Determination of response characteristics of dynamic systems.  Combinatoric methods and techniques for optimization of engineering design and systems/process analysis problems.
Prerequisite: MEC 507
Spring, alternate years,",1,1
MEC509,Transport Phenomena,Graduate,3.0,NONE,NONE,NONE,"Introduction to differential and integral formulation of mass, momentum, and energy transport in fluids and solids.  Topics include viscosity, laminar flow, turbulent flows, conduction, convection, heat transfer coefficients, radiation, boundary layers, diffusion, and applications to energy technology.
Offered Fall, 3 Credits, ABCF Grading",1,1
MEC510,Object-Oriented Programming for Scientists and Engineers,Graduate,3.0,NONE,NONE,NONE,"Practical introduction to C++ and object-oriented programming for a first programming course for scientists and engineers. Covers basics of application software development such as problem decomposition, structure charts, object modeling, class diagrams, incremental code building, and testing at a beginner's level.  Features the concepts of abstract data types (ADT), encapsulation, inheritance, composition, polymorphism, operator and function overloading besides studying UML (Unified Modeling Language) as a graphical representational design technique. The course follows the evolution of programming ideas from the use of a single function to the use of structural charts and functions to modularize and finally to the use of object-oriented programming.
Prerequisite: B.S. in science or engineering
Spring, alternate years, 3 credits, ABCF grading",1,1
MEC511,Mechanics of Perfect Fluids,Graduate,3.0,NONE,NONE,NONE,"Lagrangian and Eulerian frames.  Dynamical equations of momentum and energy transfer.  Two-dimensional dynamics of incompressible and barotropic perfect fluids and of the compressible perfect gas.  Conformal mapping applied to two-dimensional fluid dynamics.  Jets and cavities.  Surface waves, internal waves.  Perfect shear flows. Spring,",1,1
MEC512,Mechanics of Viscous Fluids,Graduate,3.0,NONE,NONE,NONE,"The role of viscosity in the dynamics of fluid flow. The Navier-Stokes equations, low Reynolds number behavior including lubrication theory, percolation through porous media, and flow due to moving bodies.  High Reynolds number behavior including steady, unsteady, and detached boundary layers, jets, free shear layers, and wakes.  Phenomenological theories of turbulent shear flows are introduced.
Fall,",1,1
MEC514,Advanced Fluid Mechanics: Introduction to Turbulence,Graduate,3.0,NONE,NONE,NONE,"Introductory concepts and statistical descriptions: kinematics of random velocity fields; equations of motion; experimental techniques: isotropic turbulence, closure problem; transport processes. 
Prerequisite: MEC 512
Spring, alternate years,",1,1
MEC516,Energy Technologies Laboratory,Graduate,3.0,NONE,NONE,NONE,"Experiments in the areas of infrared imaging, heat pumps, batteries/power electronics, solar thermal, thermal conductivity, and insulation. The focus is on system efficiencies, system integration, and design for residential markets. The fundamentals of the relevant technologies will be presented and utilized in the laboratory sessions. Student groups are assigned laboratory projects focused on applying various energy technologies to solve engineering problems.",1,1
MEC517,Energy Technologies Laboratory II,Graduate,3.0,NONE,NONE,NONE,"Experiments in the areas of thermoelectric power, fuel cells, photovoltaics, wind turbines, hydrogen storage, hydrogen generation, and power electronics in addition to related project work. The focus is on system efficiencies, system integration, and design for residential markets. Student groups are assigned laboratory projects to build experience applying various energy technologies  to solve problems.
Offered in Spring, 3 Credits, ABCF Grading",1,1
MEC518,Energy Harvesting,Graduate,3.0,NONE,NONE,NONE,"MEC 518 Energy Harvesting is designed to systematically disseminate recent advances in various energy harvesting technologies in the last decade.  The topic will include mechanical vibrations, piezoelectric materials, electromagnetic transducers, thermoelectric materials, electromechanical system design, power electronics, and control, as well as the applications of energy harvesting to vehicles, transportations, civil structures, and ocean waves.",1,1
MEC520,Smart Materials for Sensing and Actuation,Graduate,3.0,NONE,NONE,NONE,"An introduction to the properties, characterization, manufacturing, and
applications of various smart materials and structures. This course will cover sensors, actuators, and energy devices based on smart materials, including piezoelectric materials, electroactive polymers, magnetostrictive materials, magnetorheological fluids, and shape memory polymers. The goal is to expose students to fundamentals of smart materials and structures needed for the
design and applications in engineering applications.",1,1
MEC521,Thermodynamics,Graduate,3.0,NONE,NONE,NONE,"This course begins with a review of the fundamental concepts and laws of classical thermodynamics. Then the thermostatic theory of equilibrium states and phase transitions is treated, followed by the thermodynamic theory of processes of simple systems and composite systems, including heat engines.  Special topics may include istatisical thermodynamics, irreversible thermodynamics, radiation and photovoltaic energy conversion,, biological thermodynamic processes, and other topics of current interest.
Spring, 3 credits.",1,1
MEC522,Building Energy Dynamics and Technology,Graduate,3.0,NONE,NONE,NONE,"Building is treated as a time-dependent energy system, with its interactive components coupled through energy and mass flows under an environment defined in terms of sunlight, ambient air and wind and with its equipment which assist in meeting building-dwellers comfort requirements. Major components discussed are thermal mass (both interior mass and envelope mass) and their thermal capacities, building envelopes and their heat transfer resistances, room air including its circulation and heat exchange with thermal mass, and the transparent part of the envelope the glazing or windows and the solar system passing through it during the day and the heat loss during the night time. Major equipment include lighting, air circulation system, cooling and heating equipment, solar thermal panels and solar PV panels, and other equipment including integrated electric and control units. Of the comfort requirements only temperature-and-humidity and illumination are studied with the objective of creating, through a system-understanding of the building, buildings that in the short run meet these requirements involving minimal use of energy and in the long run are benchmarked against the environmentally regenerative capabilities of wilderness.

Offered in Spring, 3 credits, ABCF Grading",1,1
MEC523,Internal Combustion Engines,Graduate,3.0,NONE,NONE,NONE,Combustion fundamentals.  Carnot cycle; reversible internal combustion engine cycle; introduction to practical internal combustion. engine cycles.  Internal combustion piston engines; engine combustion and emission processes; engine operating characteristics.  Gas turbine engines.  Composite engines: turbocharging piston engines; gas generator engines; turbocompounding engines.  Method of exhaust heat recovery for improvement of thermal efficiency.  Method of intercooling-supercharging for thermal efficiency improvement.,1,1
MEC524,Computational Methods for Fluid Mechanics and Heat Transfer,Graduate,3.0,NONE,NONE,NONE,"Introduction of finite difference, finite volume, and finite element methods for incompressible flows and heat transfer.  Topics include explicit and implicit schemes, accuracy, stability and convergence, derived and primitive-variables formulation, orthogonal and non-orthogonal coordinate systems.  Selected computer assignments from heat conduction, incompressible flows, forced and free convection.
Prerequisite: MEC 507
Fall, alternate years,",1,1
MEC526,Modern Power Cycles,Graduate,3.0,NONE,NONE,NONE,"First and second law design and analysis of modern power cycles including Rankin Steam Cycles, Bryton Gas Turbine cycles, Combined Cycles, Cogeneration, Central Heat and Power Generation (CHP), Tri-generation and current advances in thermal power systems design and analysis. Cycle efficiency and factors effecting performance and plant efficiency. Thermodynamic analysis of proposed as well as existing thermal energy systems.",1,1
MEC527,Introduction to Building Energy Modeling,Graduate,3.0,NONE,NONE,NONE,"Designing high performance buildings requires the application of building energy modeling (BEM) that uses computer-based software to simulate thermal processes in buildings.  In applying building energy modeling, this course emphasizes the importance of formulating the problem in terms of assumptions:  The two alternative assumptions are the static building load assumption and the dynamic building process assumption.  The resistor-capacitor (RC model is introduced.  With a 3D building model developed in Autodesk Revit, energy analysis is carried out with a series of software.  Popular whole-building energy simulation programs, such as EnergyPlus and TRNSYS, are then explained briefly.",1,1
MEC529,Introduction to Robotics: Theory and Applications,Graduate,3.0,NONE,NONE,NONE,"Topics: robot components and mechanatronic aspects of robotics (sensors, actuators, and effectors, system integration); rotation, translation, rigid-body transform; robotics foundations in kinematics and inverse kinematics, dynamics, serial and parallel manipulators and their duality, introduction to mobile robots and LEGO Robotics, control theories, motion planning, trajectory generation, grasping and manipulation, robotic programming language, industrial robotics, manufacturing automation, and societal impacts.  Include hands-on projects.
Spring,",1,1
MEC530,Applied Stress Analysis,Graduate,3.0,NONE,NONE,NONE,"Advanced mechanics of solids and structures. Elastic boundary value problems are analyzed with various solution techniques including finite element method. Major topics are stress and strain, FEM formulations, material behavious, 2D elastic problems, stress function and fracture. Detailed studies of structural components are carried out with FEM with emphasis on optimal mesh design and proper interpretations of computed results.",1,1
MEC532,Vibration and Control,Graduate,3.0,NONE,NONE,NONE,"Fundamentals of vibrations and control of vibrations of structures and dynamic systems.  Topics include one dof systems and responses, frequency response, multiple dof systems and responses, relevant classical control theory, modern state-space feedback control theory, application of control methodology in systems with dynamics and vibration, eigenvalue problems and modal analysis, vibration analysis of various continuous systems.",1,1
