CourseNumber,CourseTitle,Career,Credits,Prerequisites,Antirequisites,Corequisites,Description,spring,fall
CSE191,Special Topics in Practice and Applications for Computer Science,Undergraduate,3.0,NONE,NONE,NONE,A lecture course on a current topic in the practice and application of computer science.  May be repeated as the topic changes.,0.0,1.0
CSE192,Special Topics in Practice and Applications for Computer Science,Undergraduate,3.0,NONE,NONE,NONE,A lecture course on a current topic in the practice and application of computer science. May be repeated as the topic changes.,0.0,1.0
CSE213,Foundations of Computer Science II,Undergraduate,4.0,[['CSE113']],NONE,NONE,"A continuation of CSE 113 covering the mathematical foundations of computer science. Topics include counting techniques, graph theory, and finite automata.",1.0,1.0
CSE214,Data Structures,Undergraduate,4.0,[['CSE114']],NONE,NONE,"An extension of programming methodology to data storage and manipulation on complex data sets. Topics include: programming and applications of data structures; stacks, queues, lists, binary trees, heaps, priority queues, balanced trees and graphs. Recursive programming is heavily utilized. Fundamental sorting and searching algorithms are examined along with informal efficiency comparisons.",0.0,0.0
CSE215,Foundations of Computer Science,Undergraduate,4.0,"[['AMS151', 'MAT125', 'MAT131']]",NONE,NONE,"Introduction to the logical and mathematical foundations of computer science. Topics include functions, relations, and sets; recursion; elementary logic; and mathematical induction and other proof techniques.",1.0,1.0
CSE216,Programming Abstractions,Undergraduate,4.0,[['CSE214']],NONE,NONE,"Intermediate-level programming concepts and paradigms, including  functional programming, object-orientation, basics of type systems, memory management, program and data abstractions, parameter passing, modularity, and parallel programming. Includes weekly recitations, which provide students with experience in the practice of programming in a variety of high-level languages.",1.0,1.0
CSE220,Systems Fundamentals I,Undergraduate,4.0,[['CSE214']],NONE,[['CSE260']],"Introduces systems-level programming concepts using the C language and assembly language, and explores the correspondence of programming constructs in these languages. Topics include internal data representation, basic instructions and control structures, bitwise operations, arithmetic operations, memory management, pointers, function calls and parameter passing, linking and loading. Included is an overview of computer architecture and organization topics, including von Neumann architecture, the memory hierarchy, and basics of pipelining.",0.0,1.0
CSE230,Intermediate Programming in C and C++,Undergraduate,3.0,"[['CSE130', 'CSE220', 'ESE124', 'ESG111', 'BME120', 'MEC102']]",NONE,NONE,"Intermediate programming concepts using the C language in a UNIX environment. Files, systems calls, stream I/O, the C preprocessor, bitwise operations, the use of makefiles, advanced formatting of input and output, conversions. Introduction to object-oriented programming using C++; classes, objects, inheritance, aggregation, and overloading. Suitable for all majors.",1.0,1.0
CSE260,Computer Science B: Honors,Undergraduate,3.0,[['CSE160']],NONE,[['CSE261']],"Second part of a two-semester sequence, CSE 160 and CSE 260. Applies object-oriented programming methodology to data storage and manipulation on complex data sets, such as, binary trees, heaps, priority queues, balanced trees and graphs. Recursive programming is heavily utilized. Fundamental sorting and searching algorithms are examined along with informal efficiency comparisons. Intermediate-level programming language concepts and paradigms, including functional programming, basics of type systems, program and data abstractions, and modularity.",1.0,0.0
CSE261,Laboratory for Computer Science B: Honors,Undergraduate,1.0,NONE,NONE,[['CSE260']],"Must be taken concurrently with lecture component, CSE 260; a common grade for both courses will be assigned. Weekly laboratories provide students with experience in the practice of programming in a variety of high-level languages such as Java, Scala, Haskell, Python or Javascript.",1.0,1.0
CSE300,Technical Communications,Undergraduate,3.0,[['WRT102']],NONE,NONE,"Principles of professional technical communications for Computer Science and Information Systems majors. Topics include writing business communications, user manuals, press releases, literature reviews, and research abstracts. Persuasive oral communications and effective presentation techniques, to address a range of audiences, will also be covered. This course satisfies the upper-division writing requirement for CSE and ISE majors.",1.0,0.0
CSE301,History of Computing,Undergraduate,3.0,NONE,NONE,NONE,"A study of the history of computational devices from the early ages through the end of the 20th century. Topics include needs for computation in ancient times, development of computational models and devices through the 1800's and early 1900's, World War II and the development of the first modern computer, and early uses in business. Creation of programming languages and the microchip. Societal changes in computer usage due to the microcomputer, emergence of the Internet, the World Wide Web, and mobile computing. Legal and social impacts of modern computing. Cannot be used as a technical elective for the CSE major or minor.  This course is offered as both CSE 301 and ISE 301.",1.0,1.0
CSE303,Introduction to the Theory of Computation,Undergraduate,3.0,"[['CSE160', 'CSE214'], ['CSE150', 'CSE215']]",NONE,NONE,"An introduction to the abstract notions encountered in machine computation. Topics include finite automata, regular expressions, and formal languages, with emphasis on regular and context-free grammars. Questions relating to what can and cannot be done by machines are covered by considering various models of computation, including Turing machines, recursive functions, and universal machines. Not for credit in addition to CSE 350.",1.0,1.0
CSE304,Compiler Design,Undergraduate,3.0,"[['CSE216', 'CSE260'], ['CSE220', 'CSE303', 'CSE350']]",NONE,NONE,"Topics studied include formal description of programming languages, lexical analysis, syntax analysis, symbol tables and memory allocation, code generation, and interpreters. Students undertake a semester project that includes the design and implementation of a compiler for a language chosen by the instructor.",1.0,1.0
CSE305,Principles of Database Systems,Undergraduate,3.0,"[['CSE216', 'CSE260']]",NONE,NONE,"The design of database management systems to obtain consistency, integrity, and availability of data. Conceptual models and schemas of data: relational, hierarchical, and network. Students undertake a semester project that includes the design and implementation of a database system.",1.0,0.0
CSE306,Operating Systems,Undergraduate,3.0,"[['CSE216', 'CSE260'], ['CSE320', 'ESE380']]",NONE,NONE,"Students are introduced to the structure of modern operating systems. Topics include virtual memory, resource allocation strategies, concurrency, and protection. The design and implementation of a simple operating system are performed. This course focuses on teaching the skills required to design and build modules of an operating system kernel. It covers key algorithms and architectures. A companion course, CSE 320, teaches complementary skills from the application programmer's point of view.",0.0,1.0
CSE307,Principles of Programming Languages,Undergraduate,3.0,"[['CSE216', 'CSE260'], ['CSE220']]",NONE,NONE,"An introduction to programming languages paradigms, including functional and logic programming, and the suitability of various languages for particular programming tasks. Students write sample programs in the studied languages. The languages are used to illustrate programming language constructs such as scoping and binding, type systems, storage management and operating environments. This illustration is accompanied by an introduction to the implementation of programming languages, such as parsing, semantic analysis, symbol tables, memory allocation and code generation. Students complete a series of assignments to implement a language chosen by the instructor.",1.0,0.0
CSE310,Computer Networks,Undergraduate,3.0,"[['CSE214'], ['CSE220', 'ISE218']]",NONE,[['AMS310']],"Overview of computer networks and the Internet. Concept of end systems, access networks, clients and servers. Connection-oriented and connectionless services. Circuit switching and packet switching. Description of Internet protocol layers, including application layer, transport layer, network layer and link layer. Architecture of the current Internet and the World-Wide Web. TCP/IP protocol stack. Internet routing and addressing. Local area network protocols, Ethernet hubs and switches. Wireless LANs. Multimedia networking. May not be taken by students with credit for ESE 346.",0.0,1.0
CSE311,Systems Administration,Undergraduate,3.0,"[['CSE214', 'CSE230', 'CSE260', 'ISE208']]",NONE,NONE,"This course covers practical techniques to manage information systems, also known as IT Systems Administration.  Students will learn how to install computers for assorted hardware and software platforms (Windows, Unix/Linux, OS-X).  Install networking equipment and configure it.  Install server software on several systems (e.g. web, database, mail) and configure it.  Secure the network, hosts, and services, and apply system patches.  Set up redundant computing services, virtual machines/services, and hardware so that services can survive some hardware/software failures.  Evaluate the performance, reliability, and security of the overall system. This course is offered as both CSE 311 and ISE 311.",0.0,1.0
CSE312,"Social, Legal, and Ethical Issues in Computing",Undergraduate,3.0,NONE,NONE,NONE,"This course deals with the impact of computers on us as individuals and on our society.  Rapid changes in computing technology and in our use of that technology have changed the ways we work, play, and interact with other people.  These changes have created a flood of new social, legal and ethical issues that demand critical examination. This course is offered as both CSE 312 and ISE 312.",0.0,1.0
CSE316,Fundamentals of Software Development,Undergraduate,3.0,"[['CSE216', 'CSE260']]",NONE,NONE,"Introduction to systematic design, development and testing of software systems, including event-driven and Web programming, information management, databases, principles and practices for secure computing, and version control. Students apply these skills in the construction of large, robust programs.",1.0,1.0
CSE320,Systems Fundamentals II,Undergraduate,3.0,[['CSE220']],NONE,NONE,"This course introduces C programming and essential concepts of operating systems, concurrency, and performance analysis, focused around several cross-cutting examples, such as memory management, error handling, and threaded programming. In this course, operating systems concepts are considered from the point of view of the application programmer, and the focus is on APIs for interacting with an operating system. A companion course, CSE 306, considers operating systems from the point of view of the OS kernel implementer.",1.0,1.0
CSE323,Human-Computer Interaction,Undergraduate,3.0,"[['CSE214', 'CSE230', 'CSE260', 'ISE208']]",NONE,NONE,"A survey course designed to introduce students to Human-Computer Interaction and prepare them for further study in the specialized topics of their choice.  Students will have the opportunity to delve deeper in the course through a course project, and through a two-three week special topic selected at the instructor's discretion. Course is cross-listed as CSE 323, EST 323 and ISE 323.",0.0,0.0
CSE325,Computers and Sculpture,Undergraduate,3.0,"[['CSE110', 'CSE101', 'CSE114']]",NONE,NONE,"This multidisciplinary class surveys how computer science and computer technology are used in sculpture. Case studies with slides, videos, and software demonstrations illustrate a range of approaches of sculptors incorporating computers in their creative process. Various state-of-the art fabrication technologies are studied (with site visits if available on campus). Mathematical foundations are emphasized so students can recognize them when analyzing sculpture and choose the right tool when designing. In the weekly laboratory, these ideas are reinforced with projects using a range of available software and inexpensive construction materials, e.g., paper, cardboard, and foamcore.",0.0,1.0
CSE327,Fundamentals of Computer Vision,Undergraduate,3.0,"[['CSE214', 'CSE230', 'CSE260'], ['AMS210', 'MAT211']]",NONE,NONE,"Introduces fundamental concepts, algorithms, and techniques in visual information processing. Covers image formation, binary image processing, image features, model fitting, optics, illumination, texture, motion, segmentation, and object recognition.",1.0,0.0
CSE328,Fundamentals of Computer Graphics,Undergraduate,3.0,"[['CSE216', 'CSE260'], ['CSE220']]",NONE,NONE,"An introduction to computer graphics including graphics application programming; data structures for graphics; representing and specifying color; fundamental hardware and software concepts for calligraphic and raster displays; two-dimensional, geometric transformations; introduction to three-dimensional graphics; graphics standards; and input devices, interaction handling, and user-computer interface.",1.0,0.0
CSE331,Computer Security Fundamentals,Undergraduate,3.0,[['CSE220']],NONE,[['CSE320']],"Introduces the basic concepts and terminology of computer security. Covers basic security topics such as cryptography, operating systems security, network security, and language-based security.",0.0,1.0
CSE332,Introduction to Visualization,Undergraduate,3.0,"[['CSE214', 'CSE260'], ['MAT211', 'AMS210'], ['AMS110', 'AMS310']]",NONE,NONE,"This course is an introduction to both the foundations and applications of visualization and visual analytics, for the purpose of understanding complex data in science, medicine, business, finance, and many others. It will begin with the basics - visual perception, cognition, human-computer interaction, the sense-making process, data mining, computer graphics, and information visualization. It will then move to discuss how these elementary techniques are coupled into an effective visual analytics pipeline that allows humans to interactively think with data and gain insight. Students will get hands-on experience via several programming projects, using popular public-domain statistics and visualization libraries and APIs. This course is offered as both CSE 332 and  ISE 332.",1.0,1.0
CSE333,User Interface Development,Undergraduate,3.0,"[['CSE214', 'CSE260']]",NONE,NONE,"Survey of user interface systems, with emphasis on responsive and adaptive strategies to accommodate cross-platform deployment across multiple devices such as desktops and mobile devices. Demonstration of the use of tool kits for designing user interfaces. Additional topics include human factors, design standards, and visual languages. Students participate in a project involving the design and implementation of  user interface systems. This course is offered as both CSE 333 and ISE 333.",0.0,1.0
CSE334,Introduction to Multimedia Systems,Undergraduate,3.0,NONE,NONE,NONE,"Survey of technologies available for user interfaces. Discussion of hypertext; voice, music, and video together with tools and models for capturing, editing, presenting, and combining them. Capabilities and characteristics of a range of peripheral devices including devices based on posture, gesture, head movement, and touch. Case studies of academic and commercial multimedia systems including virtual reality systems. Students participate in laboratory exercises and build a multimedia project. This course is offered as both CSE 334 and  ISE 334.",1.0,1.0
CSE336,Internet Programming,Undergraduate,3.0,"[['CSE216', 'CSE260']]",NONE,NONE,"Introduces the design and development of software for Internet commerce. Topics include extended markup language, servlets, cookies, sessions, Internet media types, Web protocols, digital signatures, certificates, encryption, and the wireless Internet.",0.0,1.0
CSE337,Scripting Languages,Undergraduate,3.0,"[['CSE214', 'CSE260']]",NONE,NONE,"Scripting languages are widely used in the IT industry. Programming with scripting languages, also known as scripting, has several advantages compared to programming with other types of languages in that scripts facilitate rapid program development; can automate high-level jobs or tasks very effectively; and can be used to compose various software components, even binaries, into more complex and powerful applications. This course introduces the principles of scripting, covers one or two selected scripting languages in depth, and illustrates the advanced use of scripting by extensive case studies in application areas such as system administration, web application development, graphical user interface development, and text processing.",0.0,1.0
CSE350,Theory of Computation: Honors,Undergraduate,4.0,"[['CSE150', 'CSE215'], ['AMS210', 'MAT211']]",NONE,NONE,"Introduces the abstract notions of machine computation for honors students. Includes finite automata, regular expressions, and formal languages, with emphasis on regular and context-free grammars. Explores what can and cannot be computed by considering various models of computation including Turing machines, recursive functions, and universal machines. Not for credit in addition to CSE 303.",1.0,0.0
CSE351,Introduction to Data Science,Undergraduate,3.0,"[['CSE214', 'CSE260'], ['AMS310']]",NONE,NONE,"This multidisciplinary course introduces both theoretical concepts and practical approaches to extract knowledge from data. Topics include linear algebra, probability, statistics, machine learning, and programming. Using large data sets collected from real-world problems in areas of science, technology, and medicine, we introduce how to preprocess data, identify the best model that describes the data, make predictions, evaluate the results, and finally report the results using proper visualization methods. This course also teaches state-of-the art tools for data analysis, such as Python and its scientific libraries.",0.0,0.0
CSE352,Artificial Intelligence,Undergraduate,3.0,"[['CSE216', 'CSE260']]",NONE,NONE,Topics covered include critique of artificial intelligence research; state-space problem representations and search algorithms; game-playing programs; theorem-proving programs; programs for the study and simulation of cognitive processes and pattern recognition. Further topics in current research as time permits.,0.0,0.0
CSE353,Machine Learning,Undergraduate,3.0,"[['CSE216', 'CSE260'], ['AMS310', 'AMS311', 'AMS412']]",NONE,NONE,"Covers fundamental concepts for intelligent systems that autonomously learn to perform a task and improve with experience, including problem formulations (e.g., selecting input features and outputs) and learning frameworks (e.g., supervised vs. unsupervised), standard models, methods, computational tools, algorithms and modern techniques, as well as methodologies to evaluate learning ability and to automatically select optimal models. Applications to areas such as computer vision (e.g., character and digit recognition), natural-language processing (e.g., spam filtering) and robotics (e.g., navigating complex environments) will motivate the coursework and material.",0.0,0.0
CSE354,Natural Language Processing,Undergraduate,3.0,"[['CSE216', 'CSE260']]",NONE,NONE,"Natural language processing techniques power many intelligent language based applications. This course will introduce basic language analysis tasks such as language modeling and syntactic analysis, as well as core applications such as text classification, information extraction, question answering, and machine translation. The course will cover relevant algorithms, machine learning solutions, and evaluation methodologies.",1.0,0.0
CSE355,Computational Geometry,Undergraduate,3.0,[['AMS301']],NONE,NONE,"The design and analysis of efficient algorithms to solve geometric problems that arise in computer graphics, robotics, geographical information systems, manufacturing, and optimization. Topics include convex hulls, triangulation, Voronoi diagrams, visibility, intersection, robot motion planning, and arrangements. This course is offered as both  AMS 345 and CSE 355.",1.0,0.0
CSE356,Cloud Computing,Undergraduate,3.0,"[['CSE316'], ['CSE320']]",NONE,NONE,"Creating online services capable of handling millions of users requires a different mindset compared to traditional software development and deployment. Rather than building monolithic software packages from the ground up, bringing up modern online services calls for architecting systems by gluing together mature existing technologies deployed across many unreliable servers, working in concert to provide high-availability robust services. In this course, students will be exposed to the concepts and technologies behind deploying and scaling online services on the computing resources available in modern datacenters.",1.0,1.0
CSE357,Statistical Methods for Data Science,Undergraduate,3.0,"[['CSE216', 'CSE260'], ['AMS310']]",NONE,NONE,"This interdisciplinary course introduces the mathematical concepts required to interpret results and subsequently draw conclusions from data in an applied manner. The course presents different techniques for applied statistical inference and data analysis, including their implementation in Python, such as parameter and distribution estimators, hypothesis testing, Bayesian inference, and likelihood.",0.0,0.0
CSE360,Software Security,Undergraduate,3.0,[['CSE220']],NONE,[['CSE320']],This course will describe the principles and practice of securing software systems. Topics will include: software vulnerabilities; static and dynamic analysis techniques for vulnerability detection; exploit detection and prevention; secure software development techniques and defensive programming; malware detection and analysis; security policies and sandboxing; information flow.,1.0,0.0
CSE361,Web Security,Undergraduate,3.0,[['CSE220']],NONE,[['CSE320']],"This course will cover all aspects of web security, including browser security, web server security, and web application security. Topics include: SOP and JavaScript; application and protocol vulnerabilities; probing, surveillance, and tracking; penetration testing; modern social engineering techniques; monetary incentives and monetization.",0.0,1.0
CSE362,Mobile Security,Undergraduate,3.0,[['CSE220']],NONE,[['CSE320']],"The course covers the latest security technologies for mobile platforms (e.g., Android and iOS). It first introduces the security issues plaguing mobile apps and discusses defensive mechanisms, such as code signing, app permissions, and sandbox. It then peeks into mobile OS, explaining how jailbreaking/rooting works and the internals of iOS/Android security designs. Finally, it surveys modern hardware-level security features, such as secure booting, TrustZone, and biometrics.",1.0,0.0
CSE363,Offensive Security,Undergraduate,3.0,[['CSE220']],NONE,[['CSE320']],"Hands-on course with the goal of understanding various security problems in depth, through a more adversarial way of thinking. By focusing on finding and exploiting vulnerabilities, the course will cover a broad range of topics, including the ethics of offensive security, reverse engineering, software vulnerability discovery and exploitation, malicious code analysis, network traffic interception and manipulation, reconnaissance and information gathering, physical security, and social engineering. All topics will be covered from a highly practical perspective, following a hands-on approach and tutorial-like sessions, along with programming assignments.",0.0,1.0
CSE364,Advanced Multimedia Techniques,Undergraduate,3.0,[['ISE334']],NONE,NONE,"Digital media production techniques for high-bandwidth applications such as electronic magazine illustration, broadcast television, and motion picture special effects. Students explore techniques such as 3D modeling and character animation, video compositing, and high-resolution image processing in a state-of-the art multimedia computing laboratory. High-capacity mutlimedia storage, high-speed networks, and new technologies such as DVD, HDTV, and broadband will be reviewed. This course is offered as both CSE 364 and  ISE 364.",1.0,0.0
CSE366,Introduction to Virtual Reality,Undergraduate,3.0,"[['CSE328', 'ISE332']]",NONE,NONE,"An introduction to the practical issues in the design and implementation of virtual environments. Topics covered include the fundamentals of systems requirements, transformations, user-interaction models, human vision models, tracking systems, input/output devices and techniques, and augmented reality. The topics covered are explained through the use of real-life applications of virtual-reality systems in engineering, science, and medicine.",1.0,0.0
CSE370,Wireless and Mobile Networking,Undergraduate,3.0,[['CSE310']],NONE,NONE,"The fundamentals of wireless communication. Link, network and transcript layer protocols for wireless and mobile networking. Cellular networks. Wireless LANs. Wireless multihop networks. Mobile applications.",1.0,1.0
CSE371,Logic,Undergraduate,3.0,"[['CSE150', 'CSE215', 'MAT200', 'MAT250']]",NONE,NONE,"A survey of the logical foundations of mathematics: development of propositional calculus and quantification theory, the notions of a proof and of a model, the completeness theorem, Goedel's incompleteness theorem. This course is offered as both CSE 371 and MAT 371.",1.0,1.0
CSE373,Analysis of Algorithms,Undergraduate,3.0,"[['CSE150', 'CSE215', 'MAT200', 'MAT250'], ['MAT211', 'AMS210'], ['CSE214', 'CSE260']]",NONE,NONE,"Mathematical analysis of a variety of computer algorithms including searching, sorting, matrix multiplication, fast Fourier transform, and graph algorithms. Time and space complexity. Upper-bound, lower- bound, and average-case analysis. Introduction to NP completeness. Some machine computation is required for the implementation and comparison of algorithms. This course is offered as CSE 373 and MAT 373. Not for credit in addition to CSE 385.",1.0,1.0
CSE376,Advanced Systems Programming in UNIX/C,Undergraduate,3.0,"[['CSE216'], ['CSE320']]",NONE,NONE,"Focuses on several aspects of producing commercial-grade system software: reliability, portability, security, and survivability.   Uses Unix and C, heavily used in industry when developing systems and embedded systems code. Emphasizes techniques and tools to produce reliable, secure, and highly portable code.  Requires substantial programming as well as a course project.",1.0,1.0
CSE377,Introduction to Medical Imaging,Undergraduate,3.0,"[['AMS161', 'MAT127'], ['AMS210', 'MAT211']]",NONE,NONE,"An introduction to the mathematical, physical, and computational principles underlying modern medical imaging systems. Covers fundamentals of X-ray computer tomography, ultrasonic imaging, nuclear imaging, and magnetic resonance imaging (MRI), as well as more general concepts required for these, such as linear systems theory and the Fourier transform. Popular techniques for the visualization, segmentation, and analysis of medical image data are discussed, as well as applications of medical imaging, such as image-guided intervention. The course is appropriate for computer science, biomedical engineering, and electrical engineering majors.",1.0,1.0
CSE378,Introduction to Robotics,Undergraduate,3.0,"[['AMS161', 'MAT127'], ['AMS210', 'MAT211', 'MEC262']]",NONE,NONE,"Introduces basic concepts in robotics including coordinate transformation, kinematics, dynamics, Laplace transforms, equations of motion, feedback and feedforward control, and trajectory planning. Covers simple and complex sensors (such as cameras), hybrid and behavior based control and path planning. Concepts are illustrated through laboratories using the LEGO Robot Kit.",1.0,1.0
CSE380,2D Game Programming,Undergraduate,3.0,"[['CSE216', 'CSE220', 'CSE260']]",NONE,NONE,An introduction to the fundamental concepts of computer game programming. Students design and develop original games for PCs applying proven game design and software engineering principles.,0.0,0.0
CSE381,3D Game Programming,Undergraduate,3.0,"[['CSE216', 'CSE220', 'CSE260']]",NONE,NONE,"This course explores the concepts and technologies behind making 3D, networked games. This will include the examination of game engine creation as well as the use of middleware to build graphically sophisticated game systems.",1.0,1.0
CSE385,Analysis of Algorithms: Honors,Undergraduate,4.0,"[['CSE150', 'CSE215', 'MAT200', 'MAT250'], ['AMS210', 'MAT211'], ['CSE214', 'CSE260']]",NONE,NONE,"Algorithmic design and analysis for Computer Science Honors students. Mathematical analysis of a variety of computer algorithms including searching, sorting, matrix multiplication, fast Fourier transform, and graph algorithms. Time and space complexity. Upper-bound, lower-bound, and average-case analysis. Randomization. Introduction to NP completeness. Some machine computation is required for the implementation and comparison of algorithms. Not for credit in addition to CSE/MAT 373.",0.0,0.0
CSE390,Special Topics in Computer Science,Undergraduate,3.0,"[['CSE214', 'CSE260']]",NONE,NONE,"A lecture or seminar course on a current topic in computer science. May be repeated as the topic changes, but cannot be used more than twice to satisfy CSE major requirements.",1.0,0.0
CSE391,Special Topics in Computer Science,Undergraduate,3.0,"[['CSE214', 'CSE260']]",NONE,NONE,"A lecture or seminar course on a current topic in computer science. May be repeated as the topic changes, but cannot be used more than twice to satisfy CSE major requirements.",1.0,0.0
CSE392,Special Topics in Computer Science,Undergraduate,3.0,"[['CSE214', 'CSE260']]",NONE,NONE,"A lecture or seminar course on a current topic in computer science. May be repeated as the topic changes, but cannot be used more than twice to satisfy CSE major requirements.",0.0,0.0
CSE393,Special Topics in Computer Science,Undergraduate,3.0,"[['CSE214', 'CSE260']]",NONE,NONE,"A lecture or seminar course on a current topic in computer science. May be repeated as the topic changes, but cannot be used more than twice to satisfy CSE major requirements.",1.0,0.0
CSE394,Special Topics in Computer Science,Undergraduate,3.0,"[['CSE214', 'CSE260']]",NONE,NONE,"A lecture or seminar course on a current topic in computer science. May be repeated as the topic changes, but cannot be used more than twice to satisfy CSE major requirements.",1.0,1.0
CSE416,Software Engineering,Undergraduate,3.0,[['CSE316']],NONE,NONE,"Introduces the basic concepts and modern tools and techniques of software engineering. Emphasizes the development of reliable and maintainable software via system requirements and specifications, software design methodologies including object-oriented design, implementation, integration, and testing; software project management; life-cycle documentation; software maintenance; and consideration of human factor issues.",0.0,1.0
CSE475,Undergraduate Teaching Practicum,Undergraduate,3.0,NONE,NONE,NONE,Students assist faculty in teaching by conducting a recitation or laboratory section that supplements a lecture course. The student receives regularly scheduled supervision from the faculty instructor. May be used as an open elective only and repeated once.,0.0,0.0
CSE487,Research in Computer Science,Undergraduate,0.00 - 6.00,NONE,NONE,NONE,"An independent research project with faculty supervision. Only three credits of research electives (AMS 487, CSE 487, BME 499, ESE 499, ESM 499, ISE 487, and MEC 499) may be counted toward technical elective requirements. May not be taken for more than six credits.",1.0,1.0
CSE488,Internship in Computer Science,Undergraduate,3.0,NONE,NONE,NONE,"Participation in local, state, national, or international private enterprise, public agencies, or nonprofit institutions. To obtain permission to register for the courses, students are required to submit proof that the work is related to their studies and the work will include a minimum of 180 hours during the semester. During the semester, the student will submit progress reports and a final report on their experience to the client and to the department. May be repeated up to a limit of 12 credits but can only be used once as a technical elective to satisfy CSE major requirements.",0.0,0.0
CSE495,Senior Honors Research Project I,Undergraduate,3.0,NONE,NONE,NONE,A two-semester research project carried out under the supervision of a computer science faculty member. Students who enroll in CSE 495 must complete CSE 496 in the subsequent semester and receive only one grade upon completion of the sequence.,1.0,0.0
CSE496,Senior Honors Research Project II,Undergraduate,3.0,[['CSE495']],NONE,NONE,A two-semester research project carried out under the supervision of a computer science faculty member. Students must submit a written project report and make a presentation to the department at the year-end Honors Project Colloquium.,0.0,1.0
CSE502,Computer Architecture,Graduate,3.0,NONE,NONE,NONE,"Topics covered include instruction pipelines and memory caches to improve computer performance; instruction-level parallelism;  machines: superscalar versus VLIW; cache and main memory hierarchy design tradeoffs; compiler optimizations to speed pipelines; low-power computer system design: processor, OS, and compiler support; graphics, DSP, and media processor design; disk I/O system design; interconnections and networking; and introduction to parallel architecture.  Advanced topics include asynchronous microprocessors; FPGA-based reconfigurable computing; system on a chip; embedded processors; intelligent RAM and superconducting computers.",1.0,0.0
CSE504,Compiler Design,Graduate,3.0,NONE,NONE,NONE,"This course covers advanced topics in compilation, including memory management, dataflow analysis, code optimization, just-in-time compilation, and selected topics from compilation of object-oriented and declarative languages.",1.0,0.0
