CourseNumber,CourseTitle,Career,Credits,Prerequisites,Antirequisites,Corequisites,Description,spring,fall
ISE325,Computers and Sculpture,Undergraduate,3.0,"[['CSE110', 'CSE101', 'CSE114']]",NONE,NONE,"This multidisciplinary class surveys how computer science and computer technology are used in sculpture. Case studies with slides, videos, and software demonstrations illustrate a range of approaches of sculptors incorporating computers in their creative process. Various state-of-the art fabrication technologies are studied (with site visits if available on campus). Mathematical foundations are emphasized so students can recognize them when analyzing sculpture and choose the right tool when designing. In the weekly laboratory, these ideas are reinforced with projects using a range of available software and inexpensive construction materials, e.g., paper, cardboard, and foamcore.",1,1
ISE331,Fundamentals of Computer Security,Undergraduate,3.0,"[['ISE218', 'CSE220']]",NONE,"[['ISE316', 'CSE310']]",The course will introduce the concepts and terminology of computer security in addition to describing attacks against computer infrastructure and typical defenses against such attacks. The course will outline security policies and procedures used by enterprises and will introduce tools and techniques used by both attackers and defenders.,1,1
ISE332,Introduction to Visualization,Undergraduate,3.0,"[['CSE214', 'CSE260'], ['MAT211', 'AMS210'], ['AMS110', 'AMS310']]",NONE,NONE,"This course is an introduction to both the foundations and applications of visualization and visual analytics, for the purpose of understanding complex data in science, medicine, business, finance, and many others. It will begin with the basics - visual perception, cognition, human-computer interaction, the sense-making process, data mining, computer graphics, and information visualization. It will then move to discuss how these elementary techniques are coupled into an effective visual analytics pipeline that allows humans to interactively think with data and gain insight. Students will get hands-on experience via several programming projects, using popular public-domain statistics and visualization libraries and APIs. This course is offered as both CSE 332 and  ISE 332.",1,1
ISE333,User Interface Development,Undergraduate,3.0,"[['CSE214', 'CSE260']]",NONE,NONE,"Survey of user interface systems, with emphasis on responsive and adaptive strategies to accommodate cross-platform deployment across multiple devices such as desktops and mobile devices. Demonstration of the use of tool kits for designing user interfaces. Additional topics include human factors, design standards, and visual languages. Students participate in a project involving the design and implementation of  user interface systems. This course is offered as both CSE 333 and ISE 333.",1,1
ISE334,Introduction to Multimedia Systems,Undergraduate,3.0,NONE,NONE,NONE,"Survey of technologies available for user interfaces. Discussion of hypertext; voice, music, and video together with tools and models for capturing, editing, presenting, and combining them. Capabilities and characteristics of a range of peripheral devices including devices based on posture, gesture, head movement, and touch. Case studies of academic and commercial multimedia systems including virtual reality systems. Students participate in laboratory exercises and build a multimedia project. This course is offered as both CSE 334 and  ISE 334.",1,1
ISE337,Scripting Languages,Undergraduate,3.0,"[['CSE214', 'CSE260']]",NONE,NONE,"Scripting languages are widely used in the IT industry. Programming with scripting languages, also known as scripting, has several advantages compared to programming with other types of languages in that scripts facilitate rapid program development; can automate high-level jobs or tasks very effectively; and can be used to compose various software components, even binaries, into more complex and powerful applications. This course introduces the principles of scripting, covers one or two selected scripting languages in depth, and illustrates the advanced use of scripting by extensive case studies in application areas such as system administration, web application development, graphical user interface development, and text processing.",1,1
ISE339,Benevolent Computing,Undergraduate,3.0,NONE,NONE,NONE,"This course explores the recent phenomenon of software applications that leverage social networks and mobile and cloud computing to solve local and global problems. The course uses case studies to document the process of developing civically-oriented applications. Students work in teams to identify campus causes (or off-campus non-profit organizations); and to design and develop applications (mobile or web-based) that will help those organizations achieve their goals. The course material synthesizes some of the department's offerings in software engineering, human computer interaction, and ethics, but provides a practical focus and test bed for those concepts. Emphasis is on System Design, not on specific programming languages or development environments. This course is offered as ISE 339 and EST 339.",1,1
ISE340,Design of Computer Games,Undergraduate,3.0,NONE,NONE,NONE,"Fundamental ideas underlying the design of games, which occurs before the programming stage. How games function to create experiences, including rule design, play mechanics, game balancing, social game interaction and the integration of visual, audio, tactile and textual elements into the total game experience. Game design documentation and play testing. Students will design their own game during the semester. This course is offered as both EST 310 and ISE 340.",1,1
ISE364,Advanced Multimedia Techniques,Undergraduate,3.0,[['ISE334']],NONE,NONE,"Digital media production techniques for high-bandwidth applications such as electronic magazine illustration, broadcast television, and motion picture special effects. Students explore techniques such as 3D modeling and character animation, video compositing, and high-resolution image processing in a state-of-the art multimedia computing laboratory. High-capacity mutlimedia storage, high-speed networks, and new technologies such as DVD, HDTV, and broadband will be reviewed. This course is offered as both CSE 364 and  ISE 364.",1,1
ISE369,Introduction to Political Informatics,Undergraduate,3.0,"[['CSE101', 'CSE114', 'IAE101'], ['AMS102', 'AMS110', 'AMS310', 'POL201', 'POL102']]",NONE,NONE,"Recent advances in the availability of large data sets, analytic methods, and technology tools have impacted the foundations of democratic society, specifically the ability of elections to provide representation for the underlying population. This course presents the information aspects of these advances. Topics covered include election data capture, election result data sets, gerrymandering, redistricting, micro-targeting, voter surveys, election security, election district geometry, impact of social media, measures of political quality, and the prediction of election results. This course is offered as both ISE 369 and POL 369.",1,1
ISE377,Introduction to Medical Imaging,Undergraduate,3.0,"[['AMS161', 'MAT127'], ['AMS210', 'MAT211']]",NONE,NONE,"An introduction to the mathematical, physical, and computational principles underlying modern medical imaging systems. Covers fundamentals of X-ray computer tomography, ultrasonic imaging, nuclear imaging, and magnetic resonance imaging (MRI), as well as more general concepts required for these, such as linear systems theory and the Fourier transform. Popular techniques for the visualization, segmentation, and analysis of medical image data are discussed, as well as applications of medical imaging, such as image-guided intervention. The course is appropriate for computer science, biomedical engineering, and electrical engineering majors.",1,1
ISE378,Introduction to Robotics,Undergraduate,3.0,"[['AMS161', 'MAT127'], ['AMS210', 'MAT211', 'MEC262']]",NONE,NONE,"Introduces basic concepts in robotics including coordinate transformation, kinematics, dynamics, Laplace transforms, equations of motion, feedback and feedforward control, and trajectory planning. Covers simple and complex sensors (such as cameras), hybrid and behavior based control and path planning. Concepts are illustrated through laboratories using the LEGO Robot Kit.",1,1
ISE390,Special Topics in Information Systems,Undergraduate,3.0,[['CSE214']],NONE,NONE,"Lecture or seminar course on a current topic in information systems. Semester supplements to this Bulletin contain specific description when course is offered. May be repeated as the topic changes, but cannot be used more than twice to satisfy ISE major requirements.",1,1
ISE391,Special Topics in Information Systems,Undergraduate,3.0,[['CSE214']],NONE,NONE,"Lecture or seminar course on a current topic in information systems. Semester supplements to this Bulletin contain specific description when course is offered. May be repeated as the topic changes, but cannot be used more than twice to satisfy ISE major requirements.",1,1
ISE392,Special Topics in Information Systems,Undergraduate,3.0,NONE,NONE,NONE,"Lecture or seminar course on a current topic in information systems. Semester supplements to this Bulletin contain specific description when course is offered. May be repeated as the topic changes, but cannot be used more than twice to satisfy ISE major requirements.",1,1
ISE393,Special Topics in Information Systems,Undergraduate,3.0,[['CSE214']],NONE,NONE,"Lecture or seminar course on a current topic in information systems. Semester supplements to this Bulletin contain specific description when course is offered. May be repeated as the topic changes, but cannot be used more than twice to satisfy ISE major requirements.",1,1
ISE475,Undergraduate Teaching Practicum,Undergraduate,3.0,NONE,NONE,NONE,"Students assist faculty by conducting a recitation or laboratory section that supplements a lecture course The student receives regularly scheduled supervision from the faculty advisor. May be repeated once, but only one completion of the course will count towards the ISE upper division elective requirement.",1,1
ISE487,Research in Information Systems,Undergraduate,0.00 - 6.00,NONE,NONE,NONE,"An independent research project with faculty supervision. Only three credits of research electives (AMS 487, BME 499, CSE 487, ESE 499, ESM 499, EST 499, ISE 487, MEC 499) may be counted toward technical elective requirements. May not be taken for more than six credits.",1,1
ISE488,Information Systems Internship,Undergraduate,3.0,NONE,NONE,NONE,"Participation in local, state, national, or international private enterprise, public agencies, or nonprofit institutions. To obtain permission to register for the course, students are required to submit proof that the work is related to their studies and the work will include at a minimum of 180 hours during the semester. During the semester, the student will submit progress reports and a final report on their experience to the client and to the department. May be repeated up to a limit of 12 credits but can only be used once as a technical elective to satisfy ISE major requirements.",1,1
ISE503,Data Management,Graduate,3.0,NONE,NONE,NONE,"This course provides an understanding of the issues in managing database systems as an essential organizational resource.  Students learn the enterprise data architecture components, data storage configurations, and information retrieval methods.  It expands from the relational model to the multidimensional model, object-relational techniques, and web accessed data.  The course includes concepts, principles, issues, and techniques for managing corporate data resources.  Techniques for managing the design and development of large database systems including logical data models, concurrent processing, data distribution, database administration, data warehousing, data cleansing, and data mining.  Students will use current methods and tools for database design and development.  Limited to CSE/ISE graduate students; others, permission of instructor.",1,1
ISE506,Quantitative Computer Architecure,Graduate,3.0,NONE,NONE,NONE,"Explores the physical structure of a computer; machine representation of information; architecture and organization of various mainframe, mini-, and microcomputers; primary and secondary storage; and input and output communication.  Architectural choices are compared and used to determine resulting function and performance.  Architectural trade-offs are also identified.",1,1
ISE507,Project Management,Graduate,3.0,NONE,NONE,NONE,"The course focuses on both the technical aspects of project management as well as the human aspects. Technical components include project definition, work breakdown structure development, and the use of optimization techniques for planning a project and optimizing schedules. Graphical approaches to project definition are addressed, as are needs analysis, preliminary design, and detailed design and implementation. Human aspects of project management include forming a project team, managing performance, and resolving conflicts.
Prerequisite: ISE graduate students or permission of instructor",1,1
