CourseNumber,CourseTitle,Career,Credits,Prerequisites,Antirequisites,Corequisites,Description,spring,fall
WRT304,Writing for Your Profession,Undergraduate,3.0,[['WRT102']],NONE,NONE,"In this course students learn about types of documents, rhetorical principles, and composing practices necessary for writing effectively in and about professional contexts. Coursework emphasizes each student's career interests, but lessons also address a variety of general professional issues, including audience awareness, research methods, ethics, collaboration, and verbal and visual communication. Students complete the course with practical knowledge and experience in composing business letters, proposals, and various kinds of professional reports. A creative, self-reflexive assignment also contextualizes each individual's professional aspirations within a bigger picture of his/her life and culture.",1,1
WRT305,Writing for the Health Professions,Undergraduate,3.0,[['WRT102']],NONE,NONE,"Enables students interested in a health care career to strengthen their critical writing skills.  While learning to gather information and to apply ethical principles in a logical, persuasive fashion, students will explore and write about various types of evidence concerning the health care needs of different populations: a field research project on a health issue affecting a local target population of their choice, a critique of government documents that contain data on that issue and population, and a review of scholarly research on the same issue as it affects the larger national population represented by that local one.  Writing assignments will include drafts and final versions of a research proposal, field research results, numerical analysis, literature review and a final project incorporating all of the previous work conducted about that issue and population. Students will also write a reflective paper which can serve as the basis for a personal statement for medical or other health-related graduate school applications.  This course will fulfill the second half of the Writing Pre-Med/Pre-Health prerequisite.",1,1
WRT306,Tutor Training,Undergraduate,3.0,[['WRT102']],NONE,NONE,"This course is reserved for new tutors hired by the Writing Program to staff the Writing Center. Instructor permission is required to enroll in this course, which is designed to introduce new tutors to the discipline of writing pedagogy and help tutors contextualize their own experiences in scholarship associated with the field. This course is designed to help new tutors develop their own methodology for tutoring, grounded in some influential scholarship in Writing Center pedagogy.",1,1
WRT307,"Rhetoric of Science, Technology, and Medicine",Undergraduate,3.0,[['WRT102']],NONE,NONE,"A writing-intensive critical seminar on the roles that argument and persuasion play in the development, circulation, and translation of medical and scientific knowledge. Class discussions and writing assignments will be organized around two mutually informing themes: first, consideration will be given to the rhetorical strategies experts use to produce technical arguments; second, emphasis will be placed on how non-experts interact with and contest those arguments. This course will address issues of power, access, and social justice as it traces how scientific discourses move among diverse audiences. To that end, writing assignments will ask students to 1) analyze medical and scientific texts, 2) modify those texts to fit the unique demands of a particular community, and 3) conduct sustained original research into a scientific or medical controversy of their choosing.",1,1
WRT319,Nonprofit Business Writing,Undergraduate,3.0,[['WRT102']],NONE,NONE,"A multimodal writing and analysis-intensive course focusing organizational analysis and public facing rhetoric of businesses with a special interest in nonprofits as a way to introduce students to a career in the nonprofit world. Using real nonprofits or other organizations as an example, students will apply theories of organizational rhetoric, visual rhetoric, genre, and more to analyze the ways in which a business internally communicates and externally presents itself in its public facing texts and artifacts particularly with an eye toward diversity, equity and inclusion and assumed power structures. For the first half of the class, students will choose a business or nonprofit organization to formally research, analyze and create content for. Genres include an organizational rhetorical analysis report, a writing profile, a researched spotlight brief and a video message. Students will then present their work in a 10 to 15-minute formal presentation, peer reviewed by the class. The second half of the semester, the class will partner with one or more businesses or local nonprofits through Stony Brook University's Center for Service Learning and Community Service (CSLCS). Using an asset based approach, students will work in groups to collaborate with the organization(s) to learn their needs then using what they learned from the first half, write mini white papers which will then be combined into a Collaborative White Paper for the organization(s).",1,1
WRT321,Writing for Social Justice,Undergraduate,3.0,[['WRT102']],NONE,NONE,"""This course grapples with the complex historical partnership  between writing/language and social justice: the manifestos, poetry, essays, editorials and political statements, the films, speeches, wall writing, testimonials and posters and zines from the many contexts in which people use language to move society toward equity and justice--even activist technical and professional writing that aims to change systemic inequities through the (re)writing of bureaucratic and policy texts. We will consider language broadly by looking at and experimenting with a range of communicative forms recruited to address social justice.
""",1,1
WRT375,Technical Communication,Undergraduate,3.0,[['WRT102']],NONE,NONE,"An exploration of technical communication, a field of inquiry and an approach to conveying complex information in professional contexts. Many industries and organizations require that their workers spend a significant amount of time communicating goals, project ideas, and technical knowledge to many different audiences. This course gives students the confidence and tools needed to communicate effectively and responsibly to colleagues and potential employers in a professional and valued manner.",1,1
WRT376,Digital Rhetorics,Undergraduate,3.0,[['WRT102']],NONE,NONE,"In antiquity, rhetoric was an art of persuasion carried out through the medium of voice. Since the printing press, rhetoric and composition have been concerned with rhetoric in written word. Today, in the 21st century, we face digitality, defying any attempt to easily delineate speech, writing, and visuality. What does it mean to compose, interpret, and argue through digitality? What does it mean to practice rhetoric as a civic art when our communities are global and hyperconnected? This course explores the subfield of digital rhetoric, which aims to capture answers to these questions and more.",1,1
WRT377,Special Topics in Digital Writing,Undergraduate,3.0,[['WRT102']],NONE,NONE,"A writing-intensive seminar with rotating topics exploring current issues in digitally based discourse. Sample topics include but are not limited to, Writing for the New Media; Authorship in the Digital Age; The Rhetoric of Surveillance; AI and Writing. Frequent substantial writing projects are central to every version of the course. May be repeated for credit as the topic changes.",1,1
WRT380,"Advanced Research Writing: Theories, Methods, Practices",Undergraduate,3.0,[['WRT102']],NONE,NONE,"Good research skills are critical to academic success.  Most disciplines require writing based upon research, as arguments and explanations make little impact on audiences without effective supporting evidence, drawn from relevant scholarship on the subject. This involves knowing how to use appropriate databases, source materials, and composing processes, as well as negotiating the values, genres, and languages of the scholarly communities in which one is researching.  In this course, students will learn fundamentals of research methods, practice these methods in a series of integrated research and writing assignments, and engage in critical reflection about research and writing.  Students will focus on an area of disciplinary interest to them, and practice these essential research and writing skills through a series of projects: library assignments, research log, research proposal, annotated bibliography, literature review, abstract, research paper and reflection paper.",1,1
WRT381,Advanced Analytic and Argumentative Writing,Undergraduate,3.0,[['WRT102']],NONE,NONE,"Argumentative writing involves making a claim and supporting it with specific, related points and appropriate evidence--in other words, it is thesis-driven writing. Whenever we don't quite like someone else's idea and we want him or her to come closer to ours, argumentative writing is the most efficient method for such persuasion, in whatever profession you're considering. This class, therefore, will focus on learning how to effectively utilize argumentative and counter-argumentative writing strategies.  Students will explore an area of disciplinary interest to them through several stages--proposal, preliminary draft, multiple versions, literature review--culminating in a 20-30 page piece of writing in which they make a claim about a particular subject in that area of interest and support it with scholarly research and extensive elaboration.  This course will fulfill the second half of the Writing Pre-Med/Pre-Health prerequisite. Covers the
Interdisciplinary topic for the English major. This course is offered as both EGL 381 and WRT 381.",1,1
WRT382,Grant Writing,Undergraduate,3.0,[['WRT102']],NONE,NONE,"Introduces students to the fundamentals of seeking and writing scholarly grants to fund research-based projects, from the earliest stages of planning to the completion of the grant application. In consultation with the instructor, each student works for the entire semester on applying for a real grant that is external to Stony Brook University. Key subjects to be taught include understanding funders and funding opportunities, researching and locating one's position in the disciplinary field of the grant, articulating relevant problems in that field, specifying appropriate and evidence-based solutions, addressing specific audiences, and utilizing rhetorical appeals. In addition to frequent low-stakes writing tasks, the course requires three high-stakes written projects: a literature review, a research proposal, and a grant application along with an abstract.",1,1
WRT392,Theories and Methods of Mentoring Writers,Undergraduate,3.0,[['WRT102']],NONE,NONE,"Closely examines the difficulties implicit in mentoring writers, with special consideration for the roles of cultural expectations and social dynamics on both the teaching of writing and writers themselves. In small groups and one-to-one interactions, students explore theories and practices upon which composition instruction and writing center work depend. Building on the understanding that writing is a recursive process (a cycle of planning, drafting, revising, and editing), students also learn to analyze and problem-solve issues that become barriers for effective writing and communication.",1,1
WRT444,Experiential Learning,Undergraduate,0.0,NONE,NONE,NONE,"This course is designed for students who engage in a substantial, structured experiential learning activity in conjunction with another class. Experiential learning occurs when knowledge acquired through formal learning and past experience are applied to a ""real-world"" setting or problem to create new knowledge through a process of reflection, critical analysis, feedback and synthesis. Beyond-the-classroom experiences that support experiential learning may include: service learning, mentored research, field work, or an internship.",1,1
WRT458,Speak Effectively Before an Audience,Undergraduate,0.0,NONE,NONE,[['WRT102']],A zero credit course that may be taken in conjunction with any WRT course that provides opportunity to achieve the learning outcomes of the Stony Brook Curriculum's SPK learning objective.,1,1
WRT459,Write Effectively in a Discipline,Undergraduate,0.0,[['WRT102']],NONE,NONE,A zero-credit course that may be taken in conjunction with any 300- or 400-level course in any department. The course provides opportunity to practice the skills and techniques of effective academic writing and satisfies the learning outcomes of the Stony Brook Curriculum's WRTD learning objective. Students must request that the faculty member teaching the course for which the paper is written email their approval of the student enrollment in WRT 459 to the undergraduate program director of the Program in Writing and Rhetoric.,1,1
WRT487,Independent Project,Undergraduate,0.00 - 6.00,[['WRT102']],NONE,NONE,Qualified upper-division students may carry out advanced independent work under the supervision of an instructor in the program. May be repeated.,1,1
WRT488,Internship,Undergraduate,0.00 - 6.00,[['WRT102']],NONE,NONE,"Participation in local, state, and national public and private agencies and organizations. May be repeated up to a limit of 6 credits.",1,1
WRT490,Rhetoric and Writing Senior Project,Undergraduate,3.0,"[['WRT102'], ['WRT300']]",NONE,NONE,"A capstone course for students in the Bachelor of Arts in Rhetoric and Writing. Students develop and compose a major project for a specific audience and need. Students attend a weekly seminar and work independently to produce their original, theory-driven, and evidence-orientated capstone composition. They are also expected to interact directly with members of the appropriate community for eliciting responses and making corresponding social impact.",1,1
WRT506,Studies in Literary Theory,Graduate,3.0,NONE,NONE,NONE,Prerequisite:  Matriculation in a graduate program or the composition studies certificate.,1,1
WRT509,Studies in Language and Linguistics,Graduate,3.0,NONE,NONE,NONE,,1,1
WRT592,Problems in Teaching Writing or Composition,Graduate,3.0,NONE,NONE,NONE,"This course provides an overview of writing pedagogy as applied to tutoring in a Writing Center or in an English classroom.  Included in the course is fieldwork in the campus Writing Center.
Fall,",1,1
WRT605,Scientific Writing for Chemists,Graduate,3.0,NONE,NONE,NONE,"This course, taught primarily in a workshop format, will prepare students to write graduate papers, communications, journal articles, and dissertations.  Rhetorical principles of organization, attention to audience, conciseness, cogency, clarity, and using an appropriate scientific voice will be stressed, as will correctness of grammar and punctuation, including grammatical issues particularto non-native speakers of English.  The class will examine in detail models of clear writing from scientific journals.  Students will also bring their writing to class frequently for review by both the instructor and their classmates so that students will gradually internalize standards for writing and be able to write effectively in all genres typically used by chemists.
Offered Spring, 3 Credits, S/U Grading",1,1
WRT612,Theories in Composition,Graduate,3.0,"[['EGL592', 'EGL698']]",NONE,NONE,"This course explores the relationship between reading and writing skills, the differences between speech production and writing production, and the relationship between literacy, culture, and language politics.
Spring, alternate years",1,1
WRT613,Research in Composition,Graduate,3.0,"[['EGL592', 'EGL698']]",NONE,NONE,"This course provides an introduction to the nature of empirical research in Composition Studies.  Students will survey landmark research studies, learn how to read research reports critically, and conduct a mini-research project in their own classrooms or tutoring situations to analyze underlying causes of students' writing problems.
Spring, alternate years",1,1
WRT614,Topics in Composition and Writing,Graduate,3.0,NONE,NONE,NONE,"This course will consist of directed readings in particular areas of interest in rhetoric, the history of rhetoric and pedagogy, and teaching strategies for teachers.
Offered Fall and Spring, 3 Credits, ABCF Grading",1,1
WRT621,Graduate-Level Writing,Graduate,1.00 - 3.00,NONE,NONE,NONE,"This course, designed for a mixture of students from any of our graduate programs or departments, is a workshop in writing academic papers, theses, or dissertations, with attention to research methods, drafting, organizing, revising, and editing work that the students have already been assigned in their primary departments.",1,1
WRT687,Independent Study,Graduate,0.00 - 12.00,NONE,NONE,NONE,"A student and faculty member agree on a topic of student¿s interest which may not be offered in any seminars, creating a reading list to focus on.  A final research paper or major annotated bibliography will be required to demonstrate substantive knowledge of the field and/or topic.  A program form must be completed and submitted to the PWR by the student before the add/drop period ends.",1,1
WRT690,Directed Readings,Graduate,0.00 - 12.00,NONE,NONE,NONE,,1,1
WRT698,Practicum in Teaching Writing,Graduate,3.0,NONE,NONE,NONE,"This course provides hands-on experience and instruction in the basics of writing pedagogy, including designing writing assignments, sequencing assignments, motivating writing, writing skill development and evaluating writing.  Students will also be given a preliminary overview of the major theories driving composition pedagogy.",1,1
