CourseNumber,CourseTitle,Career,Credits,Prerequisites,Antirequisites,Corequisites,Description,spring,fall
BIO328,Mammalian Physiology,Undergraduate,3.0,"[['BIO203'], ['CHE132', 'CHE152', 'CHE331']]",NONE,NONE,"A continuation of the fundamental principles of cellular and organ physiology introduced in BIO 203. The subject matter includes advanced topics covering the origins of membrane potentials, describing properties of synaptic transmission, identifying the genetics and consequences of channelopathies in cellular and organ cardiac physiology, and advanced treatment of selected topics in endocrine, cardiac, respiratory, renal and nervous system physiology. The focus is on mammals in general and humans more particularly.  May not be taken for credit in addition to HBY 350.",1,1
BIO332,Computational Modeling of Physiological Systems,Undergraduate,3.0,"[['MAT127', 'MAT132', 'AMS161'], ['BIO202', 'BIO203', 'CHE132', 'CHE331', 'PHY127', 'PHY132']]",NONE,NONE,"Introduces students to the fundamental principles underlying computational modeling of complex physiological systems. A major focus of the course will be on the process by which a model of a biological system is developed. Students will be introduced to the mathematical methods required for the modeling of complex systems (including stochastic processes and both temporal and spatial dynamics) as well as to tools for computational simulation. Roughly one half of the class will focus on models for general cellular physiology, while the remaining half will focus on the development of higher-level models of a particular physiological system (for example, the neurobiological systems underlying learning). This course is offered as both AMS 332 and BIO 332 and is intended for STEM majors who have already completed the foundational courses in their major. Students who satisfy the pre-requisites but do not have a deeper background in some STEM field may find the class very challenging and should ask the instructor for guidance before registering.",1,1
BIO334,Principles of Neurobiology,Undergraduate,3.0,[['BIO203']],NONE,NONE,"The ionic basis of nerve potentials, the physiology of synapses, sense organs and effectors, and the integrative action of the nervous system are discussed.",1,1
BIO335,Neurobiology Laboratory,Undergraduate,3.0,"[['BIO203'], ['BIO205'], ['PHY122', 'PHY127', 'PHY132']]",NONE,NONE,"A laboratory course in physiology with a focus on neuromuscular function. Topics include acquisition and analysis of electrophysiological data; ion channels, electrical excitability and action potentials; synaptic transmission and muscular contraction; development of physiological functions; central control of movement; sensory function and behavior; cardiac function and regulation; and ethical and political issues of physiological relevance. This course routinely offers an opportunity to satisfy the Stony Brook Curriculum WRTD and Upper Division Writing Requirements for the Biology and Biochemistry majors. Students who intend to use the writing assignment in this course to satisfy these requirements must register for BIO 459 when they register for BIO 335. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
BIO336,Conservation Biology,Undergraduate,3.0,[['BIO201']],NONE,"[['BIO320', 'BIO321'], ['BIO351']]","Society and individual lives are increasingly affected by environmental degradation at different scales. From the decline of local fisheries to global climate change, multiple crises threaten the biodiversity and ecosystems that sustain us humans. This course introduces the scientific foundations of conservation biology, along with examples from real-world conservation. The course reviews the biological concepts that underlie conservation including habitat requirements, population dynamics, biogeography, and population genetics. Analysis of case studies on the effects of human activities on biological diversity and ecosystem services will be used to explore the interdisciplinary nature of the practice of conservation. This course will prepare students for careers in environmental sciences and ecology. This course routinely offers an opportunity to satisfy the Stony Brook Curriculum WRTD and Upper Division Writing Requirements for the Biology and Biochemistry majors. Students who intend to use the writing assignment in this course to satisfy these requirements must register for BIO 459 when they register for BIO 336.",1,1
BIO337,Neurotransmission and Neuromodulation: Implications for Brain Function,Undergraduate,3.0,[['BIO203']],NONE,NONE,Exploration of fundamental concepts of neurotransmission and neuromodulation of synaptic transmission. The subject matter includes an overview of the basic principles of neurotransmission and of the neuromodulatory systems in the brain. The involvement of these systems in behavior and neurological disorders is emphasized. We will discuss how specific neurological disorders can be investigated experimentally and how experimental results can contribute to understanding and treating these disorders.,1,1
BIO338,From Synapse to Circuit: Self-organization of the Brain,Undergraduate,3.0,"[['BIO203', 'CHE132', 'CHE331', 'PHY122', 'BIO334']]",NONE,NONE,"Exploration of basic neural and synaptic mechanisms and the operation of representative brain circuits, using both theoretical approaches and experimental evidence. Particular attention is given to Hebb's Rule, its cellular basis, its consequences for circuit selforganization, and its limits. A solid background in a mathematical, physical, or biological science is desirable, but most relevant background material is covered in the course.",1,1
BIO339,Neurobiology of Disease,Undergraduate,3.0,"[['BIO202', 'BIO203']]",NONE,NONE,"An introduction to the molecular events that underlie the normal function of the nervous system, with a focus on the origins of neuronal diseases including neurodevelopmental disorders (e.g. autism, intellectual disability), neurodegenerative diseases (e.g. Parkinson's, Alzheimer's) and neuro-immune disorders (e.g. Multiple sclerosis). Molecular and genetic approaches for the study of these disorders as well as therapeutic approaches and ethical aspects are discussed.",1,1
BIO341,Plant Diversity,Undergraduate,4.0,"[['BIO201'], ['BIO202'], ['BIO204']]",NONE,NONE,"An introduction to the study of plants, especially green plants, including the origin and evolution of land plants. Topics include cellular structure and function, photosynthesis and respiration, gross anatomy, taxonomy and the diversity of organisms, plant ecology, agriculture. Three hours of lecture and one three-hour laboratory per week. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
BIO342,Invertebrate Zoology,Undergraduate,3.0,"[['BIO201', 'MAR104']]",NONE,[['BIO343']],"Aspects of the diversity, comparative and functional morphology, natural history,
evolution, and water-land transitions of invertebrate animals. Three hours of lecture per week. Must be taken concurrently with the Invertebrate Zoology Laboratory, BIO 343.",1,1
BIO343,Invertebrate Zoology Laboratory,Undergraduate,2.0,"[['BIO201', 'MAR104']]",NONE,[['BIO342']],"Aspects of the diversity, comparative and functional morphology, natural history, evolution, and water-land transitions of invertebrate animals. One three-and-one-half hour laboratory per week plus a recitation.  Must be taken concurrently with the Invertebrate Zoology lecture, BIO 342. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information",1,1
BIO344,Chordate Zoology,Undergraduate,4.0,[['BIO201']],NONE,NONE,"Introduction to the diversity, natural history, and evolution of chordates, emphasizing the living vertebrates. Three hours of lecture or discussion and one three-hour laboratory per week. This course routinely offers an opportunity to satisfy the Stony Brook Curriculum WRTD and Upper Division Writing Requirements for the Biology and Biochemistry majors. Students who intend to use the writing assignment in this course to satisfy these requirements must register for BIO 459 when they register for BIO 344. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
BIO347,Introduction to Neural Computation,Undergraduate,3.0,"[['MAT126', 'MAT132', 'AMS161'], ['BIO211', 'AMS110', 'AMS310'], ['BIO202', 'BIO203', 'CHE132', 'CHE331', 'PHY127', 'PHY132', 'MAT127']]",NONE,NONE,"A broad introduction to neural computation. This course will discuss what counts as 'computation' and in what sense the brain computes, how it computes, and whether those computations look anything like those performed by digital computers. These ideas and concepts will be introduced through examples of computation in the brain, including the neural bases of sensory perception, decision making, learning and memory, and motor control. Students will learn through in-class demonstrations and activities, as well as homework assignments that give students the opportunity to analyze real neural recordings relevant to each of the topic modules.",1,1
BIO348,Diversity and Evolution of Reptiles and Amphibians,Undergraduate,3.0,[['BIO201']],NONE,NONE,"The course will survey the diversity and natural history of the major groups of reptiles and amphibians, including snakes, lizards, turtles, crocodilians, frogs, and salamanders. Extinct groups (such as dinosaurs and pterosaurs) will also be covered. Furthermore, the course will showcase how studies of reptiles and amphibians have increased our general understanding of evolution and ecology, and will illustrate how diverse aspects of organismal biology (such as physiology, ecology, behavior, morphology) evolve and are interconnected.",1,1
BIO350,Darwinian Medicine,Undergraduate,3.0,"[['BIO201'], ['BIO202']]",NONE,NONE,"The ecology and evolution of disease, including evolution of human resistance to infection by pathogens, pathogen evolution in response to natural and technological defenses, and the ecological context of disease. Evolutionary phenomena are treated from molecular, organismal, population, and environmental perspectives.",1,1
BIO351,Ecology,Undergraduate,3.0,[['BIO201']],NONE,NONE,"An examination of the interactions of living organisms with their physical and biological environments. Attention is given to population dynamics, the interactions among organisms, the structure and function of biological communities, the evolution of organisms and their interactions, spatial relationships and scale, and patterns and explanations for biodiversity and its loss.",1,1
BIO352,Ecology Laboratory,Undergraduate,3.0,"[['BIO205', 'BIO207']]",NONE,[['BIO351']],"Stresses the collection, analysis, and interpretation of ecological data, mostly in terrestrial settings. Laboratory and field exercises demonstrate the operation of general ecological principles in specific populations and communities. One lecture, one three-hour field trip or laboratory, and one hour of recitation per week. This course routinely offers an opportunity to satisfy the Stony Brook Curriculum WRTD and Upper Division Writing Requirements for the Biology major. Students who intend to use the writing assignment in this course to satisfy these requirements must register for BIO 459 when they register for BIO 352. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
BIO353,Marine Ecology,Undergraduate,3.0,"[['BIO201', 'MAR104', 'BIO343']]",NONE,NONE,"A survey of biotic responses to ecological challenges in different marine realms. Controls of diversity and trophic structure in the marine ecosystem, historical aspects of marine realms, productivity in the oceans, plankton, soft-bottom communities, intertidal habitats, coral reefs, deep-sea environments, and effects of pollution in the ocean are discussed. This course routinely offers an opportunity to satisfy the Stony Brook Curriculum WRTD and Upper Division Writing Requirements for the Biology and Biochemistry majors. Students who intend to use the writing assignment in this course to satisfy these requirements must register for BIO 459 when they register for BIO 353.",1,1
BIO354,Evolution,Undergraduate,3.0,"[['BIO201'], ['BIO202']]",NONE,[['BIO320']],"A detailed discussion of the mechanisms of evolution, focusing on the ways in which genetic changes in populations lead to adaptation, speciation, and historical patterns of evolutionary change. This course routinely offers an opportunity to satisfy the Stony Brook Curriculum WRTD and Upper Division Writing Requirements for the Biology and Biochemistry majors. Students who intend to use the writing assignment in this course to satisfy these requirements must register for BIO 459 when they register for BIO 354.",1,1
BIO356,Population and Community Ecology Computer Laboratory,Undergraduate,2.0,"[['BIO201', 'BIO202', 'BIO203'], ['BIO204'], ['MAT126']]",NONE,NONE,A computer laboratory course where population and community ecology concepts are applied to real-world datasets and simulated data. Laboratories are based on free interactive software. Techniques for data wrangling and computer simulation of ecological models are emphasized.,1,1
BIO358,Biology and Human Social and Sexual Behavior,Undergraduate,3.0,"[['ANP101', 'BIO115', 'BIO201', 'BIO202', 'BIO203']]",NONE,NONE,"Major features of human social and sexual behavior are examined from a biological perspective.  Insights from ethology, evolutionary biology, and neurobiology are synthesized into a picture of human nature and behavior.  Implications of this picture for human sexual and social behavior are considered. This course has been designated as a High Demand/Controlled Access (HD/CA) course. Students registering for HD/CA courses for the first time will have priority to do so.",1,1
BIO361,Biochemistry I,Undergraduate,3.0,"[['BIO202'], ['CHE322']]",NONE,NONE,"First course of an advanced two-semester study of the major chemical constituents of the cell, including carbohydrates, lipids, and proteins. Emphasis is on enzyme structure, enzyme kinetics, reaction mechanisms, and metabolic pathways.",1,1
BIO362,Biochemistry II,Undergraduate,3.0,"[['BIO361', 'CHE346']]",NONE,NONE,"Second course of an advanced two-semester study of biochemistry. BIO 362 is the Molecular Biochemistry section that treats nucleic acid structure, replication, and transcription, both in vivo and in vitro. The machinery and regulation of prokaryotic and eukaryotic protein synthesis is also covered, including amino acid activation; transfer RNA; ribosomes; the genetic code; and peptide chain initiation, elongation, and termination.",1,1
BIO364,Laboratory Techniques in Cancer Biology,Undergraduate,3.0,"[['BIO205', 'BIO207']]",NONE,[['BIO314']],"This course will introduce contemporary concepts of cancer initiation, progression, metastasis and therapy. The lectures and recitations will include discussions of appropriate review articles, textbook readings and research articles. In the laboratory, students will be introduced to and recapitulate key techniques used in the selected research articles. This course will require significant work on computers outside of class time (more than 3 hours per week). This course routinely offers an opportunity to satisfy the Stony Brook Curriculum WRTD and Upper Division Writing Requirements for the Biology and Biochemistry majors. Students who intend to use the writing assignment in this course to satisfy these requirements must register for BIO 459 when they register for BIO 364. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
BIO365,Biochemistry Laboratory,Undergraduate,3.0,"[['BIO205', 'BIO207']]",NONE,"[['BIO310', 'BIO361']]","This course consists of lecture and laboratory components. In the lecture portion of the course, students are introduced to modern technologies used to study proteins, nucleic acids, and other macromolecules as well as the application of these methods in contemporary research. Scientists at Stony Brook University will be invited to present and discuss with students the application of these methods in their current research and in assigned primary publications. The laboratory component is divided into four modules designed to teach basic biochemistry techniques as well as develop the skills of problem solving and analytical thinking. The laboratory modules include: (1) classical biochemistry techniques to extract and quantify cellular constituents such as chlorophyll, DNA, RNA and proteins from Euglena gracilis, (2) characterize bovine catalase enzyme kinetics and design experiments to measure student's blood catalase levels, (3) purification of a His-tagged protein and the evaluation of its purity using SDS gel electrophoresis and western blot analysis, and (4) students will amplify and sequence their mitochondrial control region DNA and compare their sequence to known sequences dating back to the earliest hominids. For each set of experiments the students will need to write a lab report describing their own work and discuss their results in the light of previously published research. This course routinely offers an opportunity to satisfy the Stony Brook Curriculum WRTD and Upper Division Writing Requirements for the Biology and Biochemistry majors. Students who intend to use the writing assignment in this course to satisfy these requirements must register for BIO 459 when they register for BIO 365. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
BIO366,Molecular Microbiology Laboratory,Undergraduate,4.0,"[['BIO205'], ['BIO315']]",NONE,NONE,"This course will include both lectures as well laboratory sessions focused on conventional and contemporary Molecular Microbiological techniques. The lectures will cover a variety of microorganisms; Bacteria, Fungi, Viruses, and Protozoans based on textbook readings and current research articles. In the laboratory, students will learn fundamental and applied microbiological methods, biochemical and DNA profiling of microorganisms, and the molecular basis of physiological processes used for the identification of unknown bacteria. This course will serve as an upper-division elective for BIO majors. This course routinely offers an opportunity to satisfy the Stony Brook Curriculum WRTD and Upper Division Writing Requirements for the Biology  and Biochemistry majors. Students who intend to use the writing assignment in this course to satisfy these requirements must register for BIO 459 when they register for BIO 366. The course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
BIO367,Molecular Diversity Laboratory,Undergraduate,3.0,"[['BIO201'], ['BIO202'], ['BIO205', 'BIO207']]",NONE,"[['BIO320', 'BIO321', 'BIO351', 'BIO354']]","Hands-on experience with methods to detect and analyze molecular (DNA, RNA, protein) variation to study ecology, adaptation, and evolutionary history using natural populations of Drosophila, plankton, and other locally available species. This course routinely offers an opportunity to satisfy the Stony Brook Curriculum WRTD and Upper Division Writing Requirements for the Biology and Biochemistry majors. Students who intend to use the writing assignment in this course to satisfy these requirements must register for BIO 459 when they register for BIO 367. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
BIO368,Food Microbiology,Undergraduate,2.0,[['BIO315']],NONE,NONE,"This course is designed to give students an understanding of subtle relationship
between food borne microorganisms and human health. Course will cover various topics focused on microorganisms involved in food processing, preservation, spoilage, and methods to control their growth in food items. The lectures will be presented based on textbook readings and current research articles and cover in depth the role of food borne microorganisms in illness as well health promotion. This course will serve as an upper-division elective for BIO majors.",1,1
BIO369,Animal Nutrition,Undergraduate,3.0,"[['BIO201'], ['BIO202']]",NONE,[['BIO203']],"Nutrient classes, requirements, use, and sources will be explored. Gastrointestinal anatomy and feeding standards for small, large, and exotic animal species during reproduction, growth, maintenance, and in disease are evaluated in the context of mechanisms underlying differences in nutritional requirements. Finally, laws, labeling, and marketing of animal feed will be examined. This course satisfies the prerequisite of an upper division animal nutrition course for AVMA-accredited veterinary schools.",1,1
BIO371,Restoration of Aquatic Ecosystems,Undergraduate,4.0,"[['BIO201'], ['BIO202'], ['BIO204', 'BIO353']]",NONE,NONE,"A field and laboratory course designed to introduce students to field methods in assessing the long-term effects of pollution and restoration of aquatic and marsh systems. Students will work in teams to collaborate on measuring exchange of pollutants between a restored Superfund site and adjacent areas, the long-term effects of ecological restoration, habitat assessment, aquatic community structure in restored and adjacent systems, and long-term evolutionary effects on aquatic pollutants. Other restoration systems will be compared. This course has an associated fee.  Please see www.stonybrook.edu/coursefees for more information.",1,1
