CourseNumber,CourseTitle,Career,Credits,Prerequisites,Antirequisites,Corequisites,Description,spring,fall
CHE312,Physical Chemistry for the Life Sciences,Undergraduate,3.0,"[['CHE132'], ['MAT132', 'AMS161']]",NONE,[['PHY121']],"A one-semester treatment of fundamental concepts of physical chemistry, intended primarily for students of the biological sciences desiring an introduction to physical chemistry. Topics include equations of state; classical thermodynamics and its application to chemical equilibrium in reaction systems, multiphase systems, and electrochemical cells; kinetic theory of gases; transport properties; chemical kinetics. May not be taken for credit by students who have completed CHE 301. Not for credit toward the chemistry major.",1,1
CHE321,Organic Chemistry I,Undergraduate,4.0,[['CHE132']],NONE,NONE,"An introduction to the structure, reactivity, and properties of organic compounds is presented using modern views of chemical bonding. These fundamental ideas are applied to topics ranging from synthetic chemistry to complex functional structures such as lipid bilayers. CHE 321 may not be taken for credit in addition to
CHE 331. This course has been designated as a High Demand/Controlled Access (HD/CA) course. Students registering for HD/CA courses for the first time will have priority to do so.",1,1
CHE322,Organic Chemistry IIA,Undergraduate,4.0,[['CHE321']],NONE,NONE,"Discussion of the structure, reactivity, and properties of organic compounds introduced in CHE 321 is continued. The chemistry of substances important in biology, medicine, and technology is emphasized. CHE 322 may not be taken for credit in addition to CHE 332. This course has been designated as a High Demand/Controlled Access (HD/CA) course. Students registering for HD/CA courses for the first time will have priority to do so.",1,1
CHE327,Organic Chemistry Laboratory,Undergraduate,2.0,[['CHE134']],NONE,[['CHE321']],"Techniques of isolating and handling organic substances, including biological materials. A one-semester course that provides a basic organic laboratory experience. It is recommended that students take CHE 327 at the same time as CHE 321 or 322. Four laboratory hours and one lecture hour per week. Not for credit in addition to CHE 383. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
CHE328,Synthetic and Spectroscopic Laboratory Techniques,Undergraduate,3.0,[['CHE327']],NONE,[['CHE322']],"Application of fundamental laboratory techniques to organic and inorganic problems including multistep syntheses and structural and mechanistic determinations. Lectures cover material pertaining to the experimental work, with an emphasis on spectroscopy. Not for credit in addition to CHE 384. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
CHE331,Molecular Science II,Undergraduate,4.0,[['CHE152']],NONE,[['CHE383']],"Topics include the structural, mechanistic and synthetic aspects of organic chemistry, transition metal chemistry, catalysis, supramolecular chemistry, and polymer chemistry. This is the second course in a three semester sequence.  Students with a strong background prior to entering the University can take the 152-331-332 sequence, which covers the same material as 131-132-321-322. Three lecture hours and one 80-minute workshop per week. The laboratory component, CHE 383, must be taken the same semester as the CHE 331 lecture. May not be taken for credit in addition to CHE 321.",1,1
CHE332,Molecular Science III,Undergraduate,4.0,[['CHE331']],NONE,NONE,"Topics include advanced structural, mechanistic and synthetic aspects of organic chemistry, the organic chemistry of biological pathways and biosynthesis. This is the final course in a three semester sequence.  Students with a strong background prior to entering the University can take the 152-331-332 sequence, which covers the same material as 131-132-321-322. Three lecture hours and one 80-minute workshop per week. May not be taken for credit in addition to CHE 322.",1,1
CHE345,Structure and Reactivity in Organic Chemistry,Undergraduate,3.0,"[['CHE322', 'CHE332']]",NONE,"[['CHE301', 'CHE312']]","Electronic and stereochemical theories relating to organic structure and reactions. Topics such as bonding, strain, aromaticity, MO theory, molecular rearrangements, pericyclic reactions, and photochemistry are covered.",1,1
CHE346,Biomolecular Structure and Reactivity,Undergraduate,3.0,NONE,NONE,NONE,"The reactivity and physiological function of biological macromolecules and their monomeric constituents are described at the chemical level. The course reflects the most recent advances at the interface of organic chemistry and biochemistry. Specific topics include catalysis, biomimicry, protein and DNA modification, binding and target recognition, and correlation between three-dimensional structure and reactivity.",1,1
CHE348,Reaction Mechanisms in Organic Chemistry,Undergraduate,3.0,"[['CHE322', 'CHE332']]",NONE,NONE,"Important classes of mechanisms of reactions useful in synthesis are explored. The kinetics and thermodynamics of these reactions are analyzed using modern structural theories. Examples of reaction types are substitutions, rearrangements, additions, eliminations, and selected organometallic reactions.",1,1
CHE351,Quantum Chemistry,Undergraduate,3.0,"[['CHE302'], ['MAT203']]",NONE,NONE,"Concepts of quantum theory, Schrodinger wave mechanics, and related mathematical techniques illustrated by application to systems of chemical bonding, spectroscopy, molecular structure, and molecular collision phenomena.",1,1
CHE353,Chemical Thermodynamics,Undergraduate,3.0,"[['CHE302'], ['CHE321']]",NONE,NONE,"A rigorous development of thermodynamics and its application to systems of interest to chemists, including electrochemical cells, gases, polymers, and homogeneous and heterogeneous equilibrium. An introduction to statistical mechanics is included.",1,1
CHE357,Molecular Structure and Spectroscopy Laboratory,Undergraduate,2.0,"[['CHE304'], ['CHE327', 'CHE383']]",NONE,NONE,"Optical and magnetic resonance spectroscopy are used to investigate the structural, dynamic, and quantum mechanical properties of some basic chemical systems. Emphasis is on the quantitative measurement of molecular parameters and transformations. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
CHE358,Computing in Chemistry,Undergraduate,3.0,"[['CHE302'], ['CHE304']]",NONE,NONE,"The basic elements of scripting, design of computer programs, and numerical analysis are discussed within the framework of solving a variety of exciting problems chosen from all areas of chemistry. Topics include automation of repetitive tasks, fitting of data, numerical integration of rate equations, signal and image analysis, and quantum chemistry. No previous knowledge of computer programming is assumed.",1,1
CHE361,Nuclear Chemistry,Undergraduate,3.0,"[['PHY126'], ['AMS161', 'MAT127']]",NONE,[['CHE362']],"Properties of radioactive substances and their use in the study of chemical problems, nuclear stability and structure, nuclear reactions, radioactive decay, interactions of radiation with matter, nuclear medicine, isotope applications, and environmental control. Offered in summer only.",1,1
CHE362,Nuclear Chemistry Laboratory,Undergraduate,3.0,NONE,NONE,[['CHE361']],"Detection and measurement of radiation, electronic instrumentation, radiation safety, and application of radioactivity to chemical problems. Offered in summer only.",1,1
CHE375,Inorganic Chemistry I,Undergraduate,3.0,"[['CHE322', 'CHE332']]",NONE,NONE,"A survey of inorganic chemistry covering various classes of inorganic compounds and reactions with emphasis on the structural aspects. Wherever possible, the subject is treated on the basis of modern concepts of chemical bonding. Thermodynamic and kinetic aspects of inorganic reactions are included.",1,1
CHE376,Inorganic Chemistry II,Undergraduate,3.0,[['CHE375']],NONE,NONE,"The chemistry of the elements with an emphasis on the transition metals. Reaction mechanisms, synthesis, and structure are covered. Specific areas of concern include coordination chemistry, organometallic chemistry, bioinorganic chemistry, and selected topics from solid-state and non-transition metal chemistry.",1,1
CHE378,Materials Chemistry,Undergraduate,3.0,"[['CHE375', 'ESG332']]",NONE,NONE,"Our high-technology world is driven forward by advances in materials chemistry. This class will discuss some of the materials that underpin these technologies, as well as some of the novel classes of materials that are being developed for future applications. The course will cover the synthesis, structures, and properties of advanced materials, focusing on a range of topics with current societal importance (e.g. energy, computers, nanoscience, etc.). Specific topics may include batteries, fuel cells, catalysts, metals, semiconductors, superconductors, magnetism, and polymers.",1,1
CHE379,Electrochemistry and Electrochemical Materials Science,Undergraduate,3.0,"[['CHE375', 'CHE301', 'CHE302']]",NONE,NONE,"This course will survey electrochemistry and electrochemical materials science. Topics will include fundamental measurements in electrochemistry, galvanostatic and potentiostatic methods, the electrochemical double layer, corrosion and passivation. Relevant applications such as fuel cells, batteries, and supercapacitors will be discussed.",1,1
CHE383,Introductory Synthetic and Spectroscopic Laboratory Techniques,Undergraduate,2.0,[['CHE154']],NONE,[['CHE331']],"Fundamental laboratory techniques including methods of separation, purification, synthesis, and analysis. Emphasis is on organic with an introduction to inorganic problems. For students in the Molecular Sciences sequence. Not for credit in addition to CHE 327. Three lecture hours and one 80-minute workshop per week. The lecture component, CHE 331, must be taken the same semester as the CHE 383 laboratory. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
CHE384,Intermediate Synthetic and Spectroscopic Laboratory Techniques,Undergraduate,3.0,[['CHE383']],NONE,[['CHE332']],"Application of fundamental laboratory techniques to organic and inorganic problems including multistep syntheses and structural and mechanistic determinations. Lectures cover material pertaining to the experimental work, with an emphasis on spectroscopy. Not for credit in addition to CHE 328. This course has an associated fee. Please see www.stonybrook.edu/coursefees for more information.",1,1
CHE385,Tools of Chemistry,Undergraduate,1.0,NONE,NONE,"[['CHE327', 'CHE383']]","A seminar course covering topics common to all areas of chemistry: scientific ethics; diversity, equity, and inclusion in the chemical sciences; chemical literature and information retrieval; scientific writing; and oral presentation.",1,1
CHE444,Experiential Learning,Undergraduate,0.0,[['WRT102']],NONE,NONE,"This course is designed for students who engage in a substantial, structured experiential learning activity in conjunction with another class. Experiential learning occurs when knowledge acquired through formal learning and past experience are applied to a ""real-world"" setting or problem to create new knowledge through a process of reflection, critical analysis, feedback and synthesis. Beyond-the-classroom experiences that support experiential learning may include: service learning, mentored research, field work, or an internship.",1,1
CHE459,Write Effectively in Chemistry,Undergraduate,0.0,[['WRT102']],NONE,NONE,"A zero credit course that may be taken in conjunction with any 300- or 400-level CHE  course, with permission of the instructor. The course provides opportunity to practice the skills and techniques of effective academic writing and satisfies the learning outcomes of the Stony Brook Curriculum's WRTD learning objective.",1,1
CHE461,Selected Topics in Chemistry,Undergraduate,1.00 - 3.00,NONE,NONE,NONE,Semester supplements to this Bulletin contain specific description when course is offered. May be repeated as the topic changes.,1,1
CHE475,Undergraduate Teaching Practicum I,Undergraduate,3.0,NONE,NONE,NONE,"Work with a faculty member as an assistant in one of the faculty member's regularly scheduled classes.  The student is required to attend all the classes, do all the regularly assigned work, and meet with the faculty member at regularly scheduled times to discuss the intellectual and pedagogical matters relating to the course.  Students may participate only in courses in which they have excelled.",1,1
CHE476,Undergraduate Teaching Practicum II,Undergraduate,3.0,NONE,NONE,NONE,Work with a faculty member as an assistant in one of the faculty member's regularly scheduled classes.  Students assume greater responsibility in such areas as leading discussions and analyzing results of tests that have already been graded. Students may participate only in courses in which they have excelled.  The course in which the student is permitted to work as a teaching assistant must be different from the course in which he or she previously served.,1,1
CHE477,Undergraduate Teaching Practicum III,Undergraduate,0.0,[['CHE476']],NONE,NONE,Work with a faculty member as an assistant in one of the faculty member's regularly scheduled classes. Students may participate only in courses in which they have excelled. May be repeated.,1,1
CHE487,Research in Chemistry,Undergraduate,0.00 - 6.00,NONE,NONE,NONE,Students pursue research or tutorial study in specialized areas of chemistry. May be repeated.,1,1
CHE488,Internship,Undergraduate,0.00 - 6.00,[['CHE328']],NONE,NONE,Research participation in off-campus laboratories. Students are required to submit to the department a proposal at the time of registration and a research report at the end of the semester. May be repeated up to a limit of 12 credits.,1,1
CHE495,Senior Research,Undergraduate,3.0,NONE,NONE,NONE,First course of a two-semester research program to be carried out under the supervision of a staff member. The results of this work are to be submitted to the department in the form of a senior research report. The student is given an oral examination in May by a faculty committee consisting of the student's supervisor and three other faculty members. Students receive only one grade upon completion of the sequence CHE 495-496.,1,1
CHE496,Senior Research,Undergraduate,3.0,NONE,NONE,NONE,Second course of a two-semester research program to be carried out under the supervision of a staff member. The results of this work are to be submitted to the department in the form of a senior research report. The student is given an oral examination in May by a faculty committee consisting of the student's supervisor and three other faculty members. Students receive only one grade upon completion of the sequence CHE 495-496.,1,1
CHE501,Instrumental Methods in Chemistry,Graduate,3.0,NONE,NONE,NONE,"Practical and theoretical aspects of instrumentation in chemistry. The primary emphasis is on contemporary methods of molecular structure determination such as X-ray crystallography, NMR, IR, and MS. Other topics may also be presented.
Spring,",1,1
CHE502,Mechanisms and Strategies in Organic Synthesis,Graduate,3.0,NONE,NONE,NONE,"This course will focus on (1) the meaning and practice of writing organic reaction mechanisms and (2) standard synthetic reactions, their mechanisms, and modern refinements. Examples and applications will be presented. The course will also discuss biomimetic syntheses and the use of mechanism in designing total syntheses.
Fall, 3 credits, ABCF grading",1,1
CHE503,Synthetic Organic Chemistry,Graduate,3.0,NONE,NONE,NONE,"A survey of the most important organic reactions from the viewpoint of synthetic utility, including many recent innovations in this field. Throughout the discussion of these methods, emphasis is placed upon their use in the synthesis of complex organic structures.
Spring,",1,1
CHE504,Structure and Reactivity in Organic Chemistry,Graduate,3.0,NONE,NONE,NONE,"Electronic and stereochemical theories relating to organic structure and reactions. Topics such as bonding, strain, aromaticity, MO theory, molecular rearrangements, pericyclic reactions, and photochemistry are covered. This course is intended to provide a foundation of knowledge at the beginning graduate level as preparation for advanced subjects in CHE 502 and CHE 503, and is complementary to CHE 501.
Fall,",1,1
CHE511,Structural Inorganic Chemistry,Graduate,3.0,NONE,NONE,NONE,"Properties and reactions of inorganic compounds are considered from the viewpoint of molecular and electronic structure. The modern bonding theories used in inorganic chemistry including molecular orbital, valence bond, and ligand field theories are developed using symmetry and group theory. Selected main group, transition metal, and organometallic compounds are discussed. An introduction to crystallography and solid-state structure is included.
Fall,",1,1
CHE514,Transition Metal Chemistry,Graduate,3.0,NONE,NONE,NONE,"A survey course with an emphasis on the transition metals. Reaction mechanisms, synthesis, and structure are covered. Specific areas of concern include coordination chemistry, organometallic chemistry, bioinorganic chemistry, and selected topics from solid-state and non-transition metal chemistry.
Spring,",1,1
CHE515,Advanced Inorganic Chemistry,Graduate,3.0,NONE,NONE,NONE,"A topical course with an emphasis on the current literature. Subject matter varies and is announced in advance. Possible subjects include reaction mechanisms, organometallic chemistry, bioinorganic chemistry, and physical inorganic chemistry. May be repeated as the subject matter varies.
Spring, 3 credits, ABCF grading",1,1
CHE516,Solid-State Chemistry,Graduate,3.0,NONE,NONE,NONE,"This course will provide an introduction to structure and bonding in solid materials. This class will survey the important structural classes of periodic solids and will discuss space groups and the crystallographic symmetry elements important to these materials. Topics that will be covered may include, but are not limited to: (i) The mechanisms by which crystals grow and common types of defects. (ii) An introduction to the basics of band theory. (iii) An overview of the important synthetic methods for preparing solid state materials in nanocrystalline, powder, thin film, and single crystal form. (iv) A survey of the important techniques for assessing the composition, homogeneity, and crystallinity of materials (such as SEM, TEM, AFM, STM), with an emphasis on powder x-ray diffraction.
Fall, 3 credits, ABCF grading",1,1
CHE517,Structural Chemistry,Graduate,3.0,NONE,NONE,NONE,"Much of chemistry is concerned with the properties of atoms and molecules that are too small to see directly. This course will cover a variety of advanced techniques for elucidating the atomic-scale structure of molecules and periodic solids. A central technique is diffraction, which probes periodic arrays. The mathematical basis for diffraction will be presented, followed by practical examples of obtaining atomic coordinates from diffraction data (powder and/or single crystal). Other techniques that may be covered include the analysis of local structure in partially ordered or disordered solids (via techniques such as PDF, EXAFS, small angle scattering, or solid state NMR), and the basis of more complex diffraction experiments (neutron/electron diffraction, energy-dispersive/Laue diffraction, and diffraction under extreme pressure/temperature conditions).
Spring, 3 credits, ABCF grading",1,1
CHE518,Materials Chemistry,Graduate,3.0,NONE,NONE,NONE,"Our high technology world is driven forward by advances in materials chemistry.  This class will discuss the origin of this technology, covering the synthesis, structures, and properties of advanced materials. These materials will be studied from a multidisciplinary perspective, since the knowledge required for their development spans more than one traditional academic discipline. This class will focus on broad topics with great current societal importance (energy, computing, nanoscience, etc.), and will discuss the materials at the heart of our present technology as well as novel classes of materials being developed for future technology applications. Specific topics may include batteries, fuel cells, catalysts, metallic conductors, semiconductors, superconductors, permanent magnets, magnetic films.
Spring, 3 credits, ABCF grading",1,1
CHE519,Electrochemistry and Electrochemical Materials Science,Graduate,3.0,NONE,NONE,NONE,"This course will survey electrochemistry and electrochemical materials science. Topics will include fundamental measurements in electrochemistry, galvanostatic and potentiostatic methods, the electrochemical double layer, corrosion and passivation. Relevant applications such as fuel cells, batteries, and supercapacitors will be discussed.
Spring, 3 credits, Letter graded (A, A-, B+, etc.)",1,1
CHE521,Quantum Chemistry I,Graduate,3.0,NONE,NONE,NONE,"Quantum theoretical concepts are discussed. Schrodinger wave mechanics and related mathematical techniques are illustrated by treatment of systems of chemical interest. Designed to form the theoretical basis for the study of chemical bonding, molecular structure, spectroscopy, and molecular collision phenomena.
Fall,",1,1
CHE522,Molecular Spectroscopy,Graduate,3.0,NONE,NONE,NONE,"A detailed description of the theory and practice of molecular spectroscopy. Topics include the interaction of molecules with electromagnetic radiation and the time evolution of molecular energy states.
Prerequisite: CHE 521
Spring,",1,1
CHE523,Chemical Thermodynamics,Graduate,1.00 - 3.00,NONE,NONE,NONE,"A rigorous development of the fundamentals of thermodynamics and its application to a number of systems of interest to chemists, such as electrochemical cells, gases, and homogeneous and heterogeneous equilibrium. An introduction to statistical mechanics will also be included.
Fall,",1,1
CHE524,Magnetic Resonance,Graduate,3.0,NONE,NONE,NONE,"This course provides an introduction to the fundamental quantum mechanics of the magnetism of spin-1/2 (and higher) particles. It includes a study of the Bloch equations (the responses of the magnetism to continuous-wave and pulsed irradiation) and a discussion of the experimental hardware and techniques commonly employed. Topics covered include the basics of the spin Hamiltonian (chemical shifts, J, dipolar, and quadrupolar couplings), dynamics and relaxation 1-D spectroscopy (spin and chemical exchange, lineshapes, spin echos, etc.), 2-D spectroscopy (homonuclear and heteronuclear correlation), techniques for studies of solids and liquid crystals (magic angle spinning, cross polarization, quadrupolar echo), and the principles of magnetic resonance imaging. Applications to the biological and material sciences, as well as chemical problems, will be discussed.
Spring, alternate years,",1,1
CHE525,Theoretical Chemistry,Graduate,3.0,NONE,NONE,NONE,"This course stresses the physical theory underlying chemical phenomena. Special emphasis is given to advanced topics in electronic structure theory, molecular dynamics, condensed matter and surfaces, many-body and quantum ensemble theory, and the interaction of light and molecules.
Prerequisite: CHE 521",1,1
CHE528,Statistical Mechanics,Graduate,3.0,NONE,NONE,NONE,"Statistical theory of equilibrium systems and rate processes. Ensemble theory, spatial and time correlation functions. Model systems and methods of estimating their properties. Designed to enable the student to use the current literature dealing with application of statistical mechanics to problems in chemistry.
Spring,",1,1
CHE529,Quantitative Analysis of Materials,Graduate,0.00 - 3.00,NONE,NONE,NONE,"This course provides a brief overview of several quantitative approaches to characterizing materials, including small-angle X-ray and neutron scattering (SAXS/SANS), fitting scattering data, colloidal phase behavior, dynamic light scattering (DLS), light scattering microrheology, crystallography and diffraction, grazing-incidence small-angle scattering (GISAXS), X-ray correlation photon spectroscopy (XPCS), and X-ray imaging and microscopy.

Spring, 0-3 credits, Letter graded (A, A-, B+, etc.)",1,1
CHE530,Physical Chemistry of Macromolecules,Graduate,3.0,NONE,NONE,NONE,"An investigation of the gross and fine structures of macromolecules and molecular aggregates in solution as revealed by hydrodynamic behavior (e.g., ultracentrifugation, viscosity), light scattering, spectroscopic properties (e.g., ultraviolet hypochromism, circular dichromism, Raman, fluorescence, magnetic resonance spectra), and the thermodynamics and kinetics of interaction with small molecules and ions. Theory of conformation changes and phase transitions.",1,1
CHE534,Computing in Chemistry,Graduate,3.0,NONE,NONE,NONE,"The basic elements of scripting, design of computer programs, and numerical analysis are discussed within the framework of solving a variety of exciting problems chosen from all areas of chemistry.  Topics include automation of repetitive tasks, fitting of data, numerical integration of rate equations, signal and image analysis, and quantum chemistry.  No previous knowledge of computer programming is assumed.
Fall, 3 credits, Letter graded (A, A-, B+, etc.)",1,1
CHE535,Introduction to Computational Structural Biology and Drug Design,Graduate,0.00 - 3.00,NONE,NONE,NONE,"This course will provide an introduction to Computational Structural Biology with application to Drug Design.  Methods and applications that use computation to model biological systems involved in human disease will be emphasized.  The course aims to foster collaborative learning and will consist of presentations by the instructor, guest lecturers, and by course participants with the goal of summarizing key methods, topics, and papers relevant to Computational Structural Biology.
Fall, 0-3 credits, ABCF grading
Crosslisted with AMS 535",1,1
CHE536,Molecular Modeling of Biological Bolecules,Graduate,0.00 - 3.00,[['CHE535']],NONE,NONE,"This course is designed for students who wish to gain hands-on experience modeling biological molecules at the atomic level. In conjunction with the individual interests, Molecular Mechanics, Molecular Dynamics, Monte Carlo, Docking (virtual screening), or Quantum Mechanics software packages can be used to study relevant biological system(s).  Projects will include setup, execution, and analysis.  Course participants will give literature presentations relevant to the simulations being performed and a final project report will be required.  Familiarity with UNIX (Linux) is desirable.
Prerequisite:  CHE 535 or permission of instructor
Spring, 0-3 credits, ABCF grading
Crosslisted with AMS 536",1,1
CHE541,Biomolecular Structure and Analysis,Graduate,3.0,NONE,NONE,NONE,"The structures of biological macromolecules and the relationship of their structure to biological function are described.  Methodology employed to study macromolecules is also discussed.  Topics include chemical and physical properties of cell and tissue constituents, including carbohydrates, lipids, nucleic acids, proteins and peptides.  May not be taken by students with credit for MCB 520.
Prerequisite: Strong foundation in physical and organic chemistry.
Fall,",1,1
