CourseNumber,CourseTitle,Career,Credits,Prerequisites,Antirequisites,Corequisites,Description,spring,fall
MAT200,"Logic, Language and Proof",Undergraduate,3.0,NONE,NONE,NONE,"A basic course in the logic of mathematics, the construction of proofs and the writing of proofs. The mathematical content is primarily logic and proofs, set theory,  combinatorics, functions and relations. There is considerable focus on writing. May not be taken for credit in addition to MAT 250.",1,1
MAT203,Calculus III with Applications,Undergraduate,4.0,"[['MAT127', 'AMS161']]",NONE,NONE,"Vector algebra in two and three dimensions, multivariate differential and integral calculus, optimization, vector calculus including the theorems of Green, Gauss, and Stokes. Applications to economics, engineering, and all sciences, with emphasis on numerical and graphical solutions; use of graphing calculators or computers. May not be taken for credit in addition to AMS 261.",1,1
MAT211,Introduction to Linear Algebra,Undergraduate,3.0,"[['AMS151', 'MAT131', 'MAT126']]",NONE,NONE,"Introduction to the theory of linear algebra with some applications; vectors, vector spaces, bases and dimension, applications to geometry, linear transformations and rank, eigenvalues and eigenvectors, determinants and inner products. May not be taken for credit in addition to AMS 210.",1,1
MAT250,Introduction to Advanced Mathematics,Undergraduate,4.0,[['MAT131']],NONE,NONE,"An introduction to the Advanced Track mathematics program. Provides the core of basic of propositional logic, quantifiers, proofs, sets, functions, cardinality, relations, equivalence relations and quotient sets, order relations, combinatorics. Number systems: natural numbers, integers, rational, real and complex numbers. MAT 250 is primarily intended for students in the Advanced Track program. It serves as an alternative to MAT 200 and may not be taken for credit in addition to MAT 200. Students wishing to enroll in MAT 250 should instead enroll in a corresponding section of MAT 200. In approximately the 3rd week, an assessment will be held and qualified students will be offered the option of moving to MAT 250. Formerly offered as MAT 150; not for credit in addition to MAT 150.",1,1
MAT260,Problem Solving in Mathematics,Undergraduate,1.0,NONE,NONE,NONE,"Students actively solve challenging problems in  plane geometry, basic number theory, and calculus, and write precise arguments. Relevant preparation for problem-solving is provided in the course.",1,1
MAT303,Calculus IV with Applications,Undergraduate,4.0,"[['MAT127', 'AMS161']]",NONE,NONE,"Homogeneous and inhomogeneous linear differential equations; systems of linear differential equations; series solutions; Laplace transforms; Fourier series. Applications to economics, engineering, and all sciences with emphasis on numerical and graphical solutions; use of computers. May not be taken for credit in addition to AMS 361 or MAT 308.",1,1
MAT307,Multivariable Calculus with Linear Algebra,Undergraduate,4.0,"[['MAT127', 'MAT132']]",NONE,NONE,"Introduction to linear algebra: vectors, matrices, systems of linear equations,  bases and dimension, dot product, determinants. Multivariate differential and integral calculus, divergence and curl, line and surface integrals, theorems of Green, Gauss, and Stokes. More theoretical and intensive than MAT 203, this course is primarily intended for math majors. Together with MAT 308, it forms a 2-semester sequence covering the same material as the 3-semester sequence of MAT 203, MAT 211 and MAT 303. May not be taken for credit in addition to MAT 203 or AMS 261.",1,1
MAT308,Differential Equations with Linear Algebra,Undergraduate,4.0,"[['MAT307'], ['MAT203'], ['MAT211'], ['MAT132'], ['MAT220']]",NONE,NONE,"Linear algebra: determinants, eigenvalues and  eigenvectors, diagonalization. Differential equations; existence and uniqueness of solutions. First- and second-order equations; linear versus nonlinear equations. Systems of linear equations. Laplace transform. Applications to physics. More theoretical and intensive than MAT 303, this course is primarily intended for math majors. Together with MAT 307, it forms a 2-semester sequence covering the same material as the 3-semester sequence of MAT 205, MAT 211 and MAT 305. May not be taken for credit in addition to MAT 303 or AMS 361.",1,1
MAT310,Linear Algebra,Undergraduate,4.0,"[['MAT211', 'AMS210', 'MAT220'], ['MAT200', 'MAT250']]",NONE,NONE,"Finite dimensional vector spaces, linear maps, dual spaces, bilinear functions, inner products. Additional topics such as canonical forms, multilinear algebra, numerical linear algebra.",1,1
MAT311,Number Theory,Undergraduate,3.0,"[['MAT312'], ['MAT200', 'MAT250']]",NONE,NONE,"Congruences, quadratic residues, quadratic forms, continued fractions, Diophantine equations, number-theoretical functions, and properties of prime numbers.",1,1
MAT312,Applied Algebra,Undergraduate,3.0,"[['AMS210', 'MAT211', 'MAT220', 'MAT200', 'CSE215', 'CSE150']]",NONE,NONE,"Topics in algebra: groups, informal set theory, relations, homomorphisms. Applications: error correcting codes, Burnside's theorem, computational complexity, Chinese remainder theorem. This course is offered as both AMS 351 and  MAT 312.",1,1
MAT313,Abstract Algebra,Undergraduate,3.0,"[['MAT310', 'MAT312', 'MAT315'], ['MAT200', 'MAT250']]",NONE,NONE,"Groups and rings together with their homomorphisms and quotient structures. Unique factorization, polynomials, and fields.",1,1
MAT314,Abstract Algebra II,Undergraduate,3.0,[['MAT313']],NONE,NONE,"This course is a continuation of MAT 313, Abstract algebra. It covers modules over rings, including structure theorem for modules over PID, theory of fields and field extensions and introduction to Galois theory.",1,1
MAT315,Advanced Linear Algebra,Undergraduate,4.0,"[['MAT200', 'MAT250'], ['MAT211', 'AMS219', 'MAT308', 'MAT220']]",NONE,NONE,"Finite dimensional vector spaces over a field, linear maps, isomorphisms, dual
spaces, quotient vector spaces, bilinear and quadratic functions, inner products,
canonical forms of linear operators, multilinear algebra, tensors. This course serves as an alternative to MAT 310. It is an intensive course, primarily intended for math majors in Advanced Track program. Students wishing to enroll in MAT 315 should instead enroll in MAT 310. In approximately the 4th week, an assessment will be held and qualified students will be offered the option of moving to MAT 315.",1,1
MAT319,Foundations of Analysis,Undergraduate,4.0,"[['MAT200', 'MAT250'], ['MAT203', 'AMS261', 'MAT127', 'AMS161']]",NONE,NONE,"A careful study of the theory underlying topics in one-variable calculus, with an emphasis on those topics arising in high school calculus. The real number system. Limits of functions and sequences. Differentiations, integration, and the fundamental theorem. Infinite series.",1,1
MAT320,Introduction to Analysis,Undergraduate,4.0,"[['MAT200', 'MAT250'], ['MAT203', 'AMS261', 'MAT127', 'AMS161']]",NONE,NONE,"A careful study of the theory underlying calculus. The real number system. Basic properties of functions of one real variable. Differentiation, integration, and the inverse theorem. Infinite sequences of functions and uniform convergence. Infinite series. Metric spaces and compactness. This course is a more demanding alternative of MAT 319, suitable for students who are comfortable with rigorous proofs. Students wishing to enroll in MAT 320 should instead enroll in MAT 319. In approximately the 6th week, an assessment will be held and qualified students will be offered the option of moving to MAT 320.",1,1
MAT322,Analysis in Several Dimensions,Undergraduate,3.0,"[['MAT203', 'MAT220', 'MAT307', 'AMS261'], ['MAT310', 'MAT315'], ['MAT320']]",NONE,NONE,"Continuity, differentiation, and integration in Euclidean n-space. Differentiable maps. Implicit and inverse function theorems. Differential forms and the general Stokes's theorem.",1,1
MAT324,Real Analysis,Undergraduate,3.0,[['MAT320']],NONE,NONE,"Introduction to Lebesgue measure and integration. Aspects of Fourier series, function spaces, Hilbert spaces, Banach spaces.",1,1
MAT331,Computer-Assisted Mathematical Problem Solving,Undergraduate,3.0,"[['MAT203', 'AMS261']]",NONE,NONE,"Exploration of the use of the computer as a tool to gain insight into complex mathematical problems through a project-oriented approach. Students learn both the relevant mathematical concepts and ways that the computer can be used (and sometimes misused) to understand them. The particular problems may vary by semester; past topics have included cryptography, fractals and recursion, modeling the flight of a glider, curve fitting, the Brachistochrone, and computer graphics. No previous experience with computers is required.",1,1
MAT336,History of Mathematics,Undergraduate,3.0,"[['MAT200', 'MAT203', 'MAT250', 'MAT307', 'AMS261']]",NONE,NONE,"A survey of the history of mathematics from the beginnings through the 19th century, with special attention to primary sources and to the interactions between culture and mathematics. Emphasis on topics germane to the high school curriculum. Mesopotamian, Egyptian, and Greek mathematics; non-European mathematics; early Renaissance mathematics;  the birth and flowering of calculus; the beginnings of probability theory; and the origin of non-Euclidean geometries and the modern concept of number.",1,1
MAT341,Applied Real Analysis,Undergraduate,3.0,"[['MAT203', 'AMS261'], ['MAT303', 'AMS361', 'MAT200', 'MAT250']]",NONE,NONE,"Partial differential equations of mathematical physics: the heat, wave, and Laplace equations. Solutions by techniques such as separation of variables using orthogonal functions (e.g., Fourier series, Bessel functions, Legendre polynomials). D'Alembert solution of the wave equation.",1,1
MAT342,Applied Complex Analysis,Undergraduate,3.0,"[['MAT203', 'MAT220', 'MAT307', 'AMS261', 'MAT200', 'MAT250']]",NONE,NONE,"Complex numbers, analytic functions, the Cauchy-Riemann and Laplace equations, the Cauchy integral formula and applications. Fundamental Theorem of Algebra and the Maximum Principle. The Cauchy residue theorem and applications to evaluating real integrals. Conformal mappings.",1,1
MAT351,Differential Equations: Dynamics and Chaos,Undergraduate,3.0,"[['MAT203', 'MAT220', 'MAT307', 'AMS261'], ['MAT303', 'MAT308', 'AMS361'], ['MAT200', 'MAT250']]",NONE,NONE,"A study of the long-term behavior of solutions to ordinary differential equations or of iterated mappings, emphasizing the distinction between stability on the one hand and sensitive dependence and chaotic behavior on the other. The course describes examples of chaotic behavior and of fractal attractors, and develops some mathematical tools for understanding them.",1,1
MAT360,Geometric Structures,Undergraduate,3.0,NONE,NONE,NONE,"Formal geometries and models. Topics selected from projective, affine, Euclidean, and non-Euclidean geometries.",1,1
MAT362,Differential Geometry of Surfaces,Undergraduate,3.0,"[['MAT319', 'MAT320', 'MAT364'], ['MAT203', 'MAT307', 'MAT322']]",NONE,NONE,"The local and global geometry of surfaces: geodesics, parallel transport, curvature, isometries, the Gauss map, the Gauss-Bonnet theorem.",1,1
MAT364,Topology and Geometry,Undergraduate,3.0,"[['MAT203', 'AMS261'], ['MAT200', 'MAT319']]",NONE,NONE,"A broadly based introduction to topology and geometry, the mathematical theories of shape, form, and rigid structure. Topics include intuitive knot theory, lattices and tilings, non-Euclidean geometry, smooth curves and surfaces in Euclidean 3-space, open sets and continuity, combinatorial and algebraic invariants of spaces, higher dimensional spaces.",1,1
MAT371,Logic,Undergraduate,3.0,"[['CSE150', 'CSE215', 'MAT200', 'MAT250']]",NONE,NONE,"A survey of the logical foundations of mathematics: development of propositional calculus and quantification theory, the notions of a proof and of a model, the completeness theorem, Goedel's incompleteness theorem. This course is offered as both CSE 371 and MAT 371.",1,1
MAT373,Analysis of Algorithms,Undergraduate,3.0,"[['CSE150', 'CSE215', 'MAT200', 'MAT250'], ['MAT211', 'AMS210'], ['CSE214', 'CSE260']]",NONE,NONE,"Mathematical analysis of a variety of computer algorithms including searching, sorting, matrix multiplication, fast Fourier transform, and graph algorithms. Time and space complexity. Upper-bound, lower- bound, and average-case analysis. Introduction to NP completeness. Some machine computation is required for the implementation and comparison of algorithms. This course is offered as CSE 373 and MAT 373. Not for credit in addition to CSE 385.",1,1
MAT401,Seminar in Mathematics,Undergraduate,3.0,NONE,NONE,NONE,Discussions of a specific area of interest in mathematics. The work of each semester covers a different area of mathematics. May be repeated as topic changes. Prerequisites will be announced with the topic each time the course is offered.,1,1
MAT402,Seminar in Mathematics,Undergraduate,3.0,NONE,NONE,NONE,Discussions of a specific area of interest in mathematics. The work of each semester covers a different area of mathematics. May be repeated as topic changes. Prerequisites will be announced with the topic each time the course is offered.,1,1
MAT444,Experiential Learning,Undergraduate,0.0,[['WRT102']],NONE,NONE,"This course is designed for students who engage in a substantial, structured experiential learning activity in conjunction with another class. Experiential learning occurs when knowledge acquired through formal learning and past experience are applied to a ""real-world"" setting or problem to create new knowledge through a process of reflection, critical analysis, feedback and synthesis. Beyond-the-classroom experiences that support experiential learning may include: service learning, mentored research, field work, or an internship.",1,1
MAT458,Speak Effectively Before an Audience,Undergraduate,0.0,NONE,NONE,[['WRT102']],A zero credit course that may be taken in conjunction with any MAT course that provides opportunity to achieve the learning outcomes of the Stony Brook Curriculum's SPK learning objective.,1,1
MAT459,Write Effectively in Mathematics,Undergraduate,0.0,[['WRT102']],NONE,NONE,"A zero credit course that may be taken in conjunction with any 300- or 400-level MAT course, with permission of the instructor. The course provides opportunity to practice the skills and techniques of effective academic writing and satisfies the learning outcomes of the Stony Brook Curriculum's WRTD learning objective.",1,1
MAT475,Undergraduate Teaching Practicum,Undergraduate,3.0,NONE,NONE,NONE,"Each student assists in teaching a lower-division mathematics course or works in the Mathematics Learning Center. The student's work is regularly supervised by a faculty member. In addition, a weekly seminar is conducted. Responsibilities may include preparation of materials for student use and discussions, helping students with problems, and involvement in ""alternative"" teaching projects. Intended for upper-division students who have excelled in the calculus sequence. May not be used for major credit.",1,1
MAT487,Independent Study in Special Topics,Undergraduate,0.00 - 6.00,NONE,NONE,NONE,"A reading course for juniors and seniors. The topics may be chosen by the student with the approval of a supervising member of the faculty, who also takes responsibility for evaluation. A topic that is covered in a course regularly offered by the department is not appropriate for independent study. May be repeated.",1,1
MAT495,Honors Thesis,Undergraduate,3.0,NONE,NONE,NONE,"The student and a supervising faculty member together choose a topic in mathematics, and the student writes a substantial paper expounding the topic in a new way.",1,1
MAT511,Fundamental Concepts of Mathematics,Graduate,3.0,NONE,NONE,NONE,"Fundamental Concepts of Mathematics. Brief history of mathematics; sets, functions and logic; constructions of number systems, including their historical development; mathematical induction. The main focus of the course will be on the construction and writing of mathematical proofs.
Fall, Spring, or Summer,",1,1
MAT512,Algebra for Teachers,Graduate,3.0,NONE,NONE,NONE,"Linear algebra, the algebra of polynomials, algebraic properties of the complex numbers, number fields, solutions of equations. Mathematical topics integrate the study of the historical development of algebra, including contributions from diverse cultures.
Prerequisite: MAT 511
Semesters Offered: Fall, Spring, Summer",1,1
MAT513,Analysis for Teachers I,Graduate,3.0,NONE,NONE,NONE,"Topics in differential calculus, its foundations, and its applications. This course is designed for teachers and prospective teachers of advanced placement calculus. Mathematical topics integrate the study of the historical development of calculus, including contributions from diverse cultures.
Prerequisite: MAT 511
Fall, Spring, or Summer,",1,1
MAT514,Analysis for Teachers II,Graduate,3.0,NONE,NONE,NONE,"Topics in calculus, its foundations, and its applications. Emphasis is on integration and on numerical techniques. This course is designed for teachers and prospective teachers of advanced placement calculus. Mathematical topics integrate the study of the historical development of calculus, including contributions from diverse cultures. Analysis for Teachers I is not a prerequisite for this course.
Prerequisite: MAT 511
Fall, Spring, or Summer,",1,1
MAT515,Geometry for Teachers,Graduate,3.0,NONE,NONE,NONE,"A re-examination of elementary geometry using concepts from analysis and algebra. Mathematical topics integrate the study of the historical development of Euclidean and non-Euclidian geometries, including contributions from diverse cultures.
Prerequisite: MAT 511
Fall, Spring, or Summer,",1,1
MAT516,Probability and Statistics for Teachers,Graduate,3.0,NONE,NONE,NONE,"A priori and empirical probabilities; conditional probability; mean and standard deviation; random variables; financial distributions; continuous distributions; sampling; estimation; decision making. Mathematical topics integrate the study of the historical development of statistics and probability, including contributions from diverse cultures.
Prerequisite: MAT 511
Fall, Spring, or Summer,",1,1
MAT517,Calculators and Computers for Teachers,Graduate,3.0,NONE,NONE,NONE,"Calculators and Computers for teachers. Graphing calculators, programming, computing and curve sketching; Geometers Sketchpad or other computer based classroom tools; educational use of the world wide web.
Fall, Spring, or Summer,",1,1
MAT518,Seminar on the Uses of Mathematics,Graduate,3.0,NONE,NONE,NONE,"This seminar explores the ways in which secondary school and elementary college mathematics are used in such diverse areas as psychology, sociology, political science, economics, business, engineering, physics, chemistry, biology, and medicine. Primarily for secondary school teachers of mathematics.
Fall, Spring, or Summer,",1,1
MAT519,Seminar in Mathematics in Teaching and Learning,Graduate,3.0,NONE,NONE,NONE,"Seminar format. This course involves deliberative group inquiry - through reading, writing and intensive discussion - into mathematics teaching, learning and mathematics education research; analysis and design of cognitively demanding mathematical tasks; and analysis of students' mathematical thinking, written responses, and common misconceptions in the mathematics classroom. Each student completes an action research project focused on a topic selected with guidance from the instructor.
Offered alternate years, 3 credits, ABCF grading",1,1
MAT520,Geometry for Teachers II,Graduate,3.0,[['MAT511']],NONE,NONE,"Vector algebra on the  plane and in the 3-space;  area and volume of geometric figures; analytic  geometry.
Prerequisite: MAT  511
Spring, 3 credits, Letter  grad ed (A,  A-,  B+,  etc.) Spring, 3 credits, Letter graded (A,  A-, B+,  etc.)",1,1
MAT521,Introduction to Number Theory,Graduate,3.0,NONE,NONE,NONE,"Congruences, quadratic residues, quadratic forms, continued fractions, Diophantine equations, number-theoretical functions, and properties of prime numbers.",1,1
MAT522,Introduction to Measure Theory,Graduate,3.0,NONE,NONE,NONE,"Introduction to Lebesgue measure and integration.  Aspects of Fourier series, function spaces, Hilbert spaces, Banach spaces.",1,1
MAT523,Analysis in Several Dimensions,Graduate,3.0,NONE,NONE,NONE,"Continuity, differentiation and integration in Euclidean n-space. Differentiable maps. Implicit and inverse function theorems. Differential forms and the general Stokes' theorem.",1,1
MAT524,Abstract Algebra I,Graduate,3.0,NONE,NONE,NONE,"Groups and rings together with their homorphisms and quotient structures.  Unique factorization, polynomials, and fields.",1,1
MAT525,Abstract Algebra II,Graduate,3.0,NONE,NONE,NONE,"A continuation of MAT 524, covering modules over rings (including the structure theorem for Modules over Principal Ideal Domains), theory of fields, field extensions, and an introduction to Galois theory.",1,1
MAT526,Linear Algebra,Graduate,3.0,NONE,NONE,NONE,"Finite dimensional vector spaces over a field, linear maps, isomorphisms, dual spaces, quotient vector spaces, bilinear and quadratic functions, inner products, canonical forms of linear operators, multilinear algebra, tensors.",1,1
MAT529,Basic Topology and Geometry (for Masters Program),Graduate,3.0,NONE,NONE,NONE,"A broadly based introduction to topology and geometry, the mathematical theories of shape, form, and rigid structure. Topics include intuitive knot theory, lattices and tiling, non-Euclidean geometry, smooth curves and surfaces in Euclidean 3-space, open sets and continuity, combinatorial and algebraic invariants of spaces, higher dimensional spaces.
There will be a required short paper on the fundamental group of a topological space or some similar topic.
Fall, 3 credits, Letter graded (A, A-, B+, etc.)",1,1
MAT530,"Topology, Geometry I",Graduate,3.0,NONE,NONE,NONE,"Basic point set topology; connectedness, compactness, continuity, etc. Metric spaces, function spaces, and topological manifolds. Introduction to algebraic topology; fundamental group and covering space; homology; applications.
Fall,",1,1
MAT531,"Topology, Geometry II",Graduate,3.0,NONE,NONE,NONE,"Foundations of differentiable manifolds: differentiable maps, vector fields and flows, and differential forms and integration on manifolds. Stokes' theorem. Froebenius theorem. Lie derivatives. Immersions and submersions. DeRham chomology, cochain complexes, degree of a map, Mayer-Vietoris Theorem.
Spring,",1,1
MAT532,Real Analysis I,Graduate,3.0,NONE,NONE,NONE,"Ordinary differential equations; Banach and Hilbert spaces; inverse and implicit function theorems; Lebesque measure; general measures and integrals; measurable functions; convergence theorems for integrals.
Fall,",1,1
MAT533,Real Analysis II,Graduate,3.0,NONE,NONE,NONE,"Representations and decomposition theorems in measure theory; Fubini's theorem;
L-p spaces; Fourier series; Laplace; heat and wave equations; open mapping and uniform boundedness theorems for Banach spaces; differentiation of the integral; change of variable of integration.

Spring",1,1
MAT534,Algebra I,Graduate,3.0,NONE,NONE,NONE,"Groups: normal subgroups, quotient groups, Lagrange's theorem, class formula, finite p-groups and solvable groups, Sylow's theorems, finitely generated abelian groups. Rings and modules: subrings, fields, prime and maximal ideals, quotient rings, ID's, PID's, UFD's, polynomial rings, field of fractions, the Wedderburn theorem, Hilbert basis theorem, finitely generated modules over a PID. Vector spaces: basis, linear maps and matrices, dual spaces, determinants, eigenvalues and vectors, inner products, spectral theorem for normal operators.
Fall,",1,1
MAT535,Algebra II,Graduate,3.0,NONE,NONE,NONE,"Vector spaces: Cayley-Hamilton Theorem, Jordon normal form, bilinear forms, signature, tensor products, symmetric and exterior algebras. Homological algebra: categories and functors, universal and free objects, exact sequences, extensions. Representation theory for finite groups: irreducible representations and Shur's Lemma, characters, orthogonality. Galois theory: splitting fields, finite fields, extension fields of various types, Galois polynomial and group, fundamental theorem of Galois theory, symmetric functions.
Spring,",1,1
MAT536,Complex Analysis I,Graduate,3.0,NONE,NONE,NONE,"Elementary functions, holomorphic functions. Cauchy theory, power series, classification of isolated singularities, calculus of residues, open mapping theorem, Riemann mapping theorem.
Spring,",1,1
MAT537,Several Complex Variables,Graduate,3.0,NONE,NONE,NONE,"Definition and basic properties of holomorphic functions and mappings. Analytic sets: Basic definitions, Local theory of Weierstrass, Meromorphic functions. Hartogs Phenomenon. Domains of convergence of power series. Domains of holomorphy. Pseudoconvexity and the Levi Problem. Complex manifolds, holomorphic vector bundles and Hermitian metrics. Cousin problems. L2 estimates for the inhomogeneous Cauchy-Riemann Equations and applications.",1,1
MAT538,Riemann Surfaces,Graduate,3.0,NONE,NONE,NONE,"Basic definitions and examples. Holomorphic differential forms. Riemann-Hurwitz Theorem. The Riemann-Roch Theroem. The Dirichlet Problem. The Hodge Theorem for Riemann surfaces. Embeddings into Projective Space. Uniformization theorem(s). Abel's Theorem and Jacobi's inversion theorem. Further topics may include: Sheaves and cohomology. Fields of meromorphic functions, valuations and connections with algebraic number theory. Monodromy and classification of branched covers.",1,1
MAT540,"Advanced Topology, Geometry I",Graduate,3.0,NONE,NONE,NONE,"Homotopy, fundamental group and higher homotopy groups, fiber bundles and covering, homotopy exact sequences of pairs, fiber bundles, classification of coverings, CW-complexes, homotopy excision, suspension, topological manifolds, topological classification of 1- and 2-manifolds.",1,1
MAT541,Algebraic Topology,Graduate,3.0,NONE,NONE,NONE,"Singular and simplicial homology, their properties and equivalence, calculations for CW-complexes. Eilenberg-Steenrod axioms, cohomology, cup and cross products, Poincare, Lefschetz and Alexander dualities. Prerequisites: MAT 530, MAT 531, Fall",1,1
MAT543,Representation Theory,Graduate,3.0,NONE,NONE,NONE,"[will alternate with MAT 544]
An introduction to representation theory, with a focus on explicit examples. Representations of finite groups (in characteristic zero), especially symmetric and alternating groups. Representation theory of compact Lie groups and semisimple Lie algebras (which may also be covered in MAT 552). Representations of classical groups, esp. GL(n) and orthogonal groups. Schur-Weil duality for representations of S_n and GL(n), Young diagrams. Other possible topics include spin representations and Clifford algebras, representations of exceptional groups, applications to physics (e.g. hydrogen atom, spin, quarks), or an introduction to invariant theory.
Sample textbooks:
- W. Fulton and J. Harris, Representation Theory: A First Course
- A. Kirillov, Introduction to Lie Groups and Lie Algebras
- T. Bröcker, Representations of compact Lie groups
- P. Etingof et al, Introduction to representation theory
(https://bookstore.ams.org/stml-59/)
- G. Heckman, Lie Algebras in Mathematics and Physics
(https://www.math.ru.nl/~heckman/Lie.pdf)
Prerequisites: MAT 535.
Fall, 3 credits, Letter graded (A, A-, B+, etc.)",1,1
MAT544,Commutative and Homological Algebra,Graduate,3.0,NONE,NONE,NONE,"An introduction to the techniques of commutative and homological algebra useful in algebra, algebraic geometry, number theory, and related fields. Review of rings and modules, tensor products and localization. Spectrum of prime ideals, Noetherian and Artinian rings and modules, completion, dimension theory, local rings, discrete valuation rings and Dedekind domains, integral dependence. Chain complexes, projective and injective resolutions, examples of derived functors (Ext and Tor), basic category theory (adjoint functors, natural transformations, limits and colimits), abelian categories.
Prerequisite: MAT 535
Fall,",1,1
MAT545,Complex Geometry,Graduate,3.0,"[['MAT530', 'MAT534', 'MAT542']]",NONE,NONE,"Foundational material and techniques in complex algebraic and differential geometry: Review of basic results in several complex variables/analytic geometry, sheaves and cohomology of sheaves, complex vector bundles, Chern classes, positivity, Kaehler manifolds, projective manifolds,  Hodge decomposition for Kaehler manifolds, Kodaira vanishing theorem, Hard Lefschetz Theorem, divisors and line bundles, Bertini's theorem, Lefschetz theorem on (1,1) classes, blowing up, Kodaira's embedding theorem.
Fall,",1,1
MAT550,Introduction to Probability,Graduate,3.0,NONE,NONE,NONE,"[will alternate with MAT 551]
Introduction to probability theory: independence, laws of large numbers, central limit theorems, martingales, Markov chains, and a selection of other topics such as ergodic theory, Brownian motion, random walks on graphs and groups, percolation, mixing times, randomized algorithms.",1,1
MAT551,Introduction to PDE,Graduate,3.0,NONE,NONE,NONE,"Introduction to basic types of partial differential equations and techniques for studying them. First order equations; The Cauchy problem and the Cauchy-Kovalevskaya Theorem; Laplace, heat, and wave operators; Sobolev and Holder spaces; second order linear elliptic equations: weak solutions, existence and regularity theory; L^p and Schauder estimates; de Giorgi-Nash-Moser theory; introduction to nonlinear equations""
Prerequisite:  MAT 531, MAT 536
Fall,",1,1
